dataset	n_cells	n_patients	n_endothelial_cells	n_patients_with_endothelial	median_endothelial_cells_per_patient	endothelial_EPAS1_mean_median	endothelial_EPAS1_detection_median	paired_endothelial_minus_other_lineage_EPAS1_median	paired_wilcoxon_greater_p	paired_n_patients	patient_EPAS1_vs_vascular_rho	patient_EPAS1_vs_vascular_p	frozen_score_up_genes	frozen_score_down_genes	scope
GSE202051	224988	43	19258	43	331.0	1.7376282215118408	0.7044917257683215	1.535631537437439	1.1368683772161603e-13	43	0.7783147085472667	8.094234888184358e-10	CASC15;BCAT1;C1QTNF6;SESN3;CTHRC1;LEF1;LHX6;MARCKS	PRX;DNASE1L3;FGL2;AQP7;ADRB2;SLCO4A1;CA4;BTNL9;SLC14A1;CTSH;CDC42EP4;TIMP3;EPHX1;HERPUD1;RRAS;TACC1;GSN	Independent tumor-only localization; not a tumor-normal or therapy-response test
