dataset	cell_type	target	perturbation	program	n_program_genes	n_sig_fdr	mean_abs_Z	mean_FC	network_score
GSE155698_primary	myeloid	TACC1	KO	CAF_ECM	8	0	0.957727368234743	0.71471459144774	0.147674663920091
GSE155698_primary	myeloid	TACC1	KO	myeloid_inflammation	10	0	0.829216812187811	1.89043865479709	1.84256091073805
GSE155698_primary	myeloid	TACC1	KO	cytotoxic_TNK	7	0	1.06379051168933	1.30691413532303	0.86229229280504
GSE155698_primary	myeloid	TACC1	KO	T_exhaustion	7	0	1.18766321183738	0.605204909331103	0.321480042341967
GSE155698_primary	myeloid	TACC1	KO	TNF_NFkB	7	0	0.789349300509241	0.374488920601797	3.51015197825417e-13
GSE155698_primary	myeloid	TACC1	KO	angiogenesis	6	0	1.14322470651767	1.27931810584668	0.437874479560813
GSE155698_primary	myeloid	TACC1	KO	TGFb_fibrosis	10	0	0.70926074599202	0.919300785512984	0.977012316899831
GSE155698_primary	myeloid	TACC1	OE	endothelial	9	0	1.03449155902913	0.0363502433716064	6.94315775918367e-15
GSE155698_primary	myeloid	TACC1	OE	CAF_ECM	8	0	1.04650709168788	0.0225396944506509	6.17169578594104e-15
GSE155698_primary	myeloid	TACC1	OE	myeloid_inflammation	10	0	0.901918802641474	0.280987214610402	7.7146197324263e-15
GSE155698_primary	myeloid	TACC1	OE	cytotoxic_TNK	7	0	1.05162498513018	0.0162329410357546	5.40023381269841e-15
GSE155698_primary	myeloid	TACC1	OE	T_exhaustion	7	0	0.999064046426632	0.0908114896875915	5.40023381269841e-15
GSE155698_primary	myeloid	TACC1	OE	TNF_NFkB	7	0	1.00760821722181	0.0586171699910954	5.40023381269841e-15
GSE155698_primary	myeloid	TACC1	OE	angiogenesis	6	0	0.979720463079777	0.0694866324088972	4.62877183945578e-15
GSE155698_primary	myeloid	TACC1	OE	TGFb_fibrosis	10	0	1.05764649616644	0.0731982217197863	7.7146197324263e-15
GSE212966_primary	T_NK	EPAS1	KO	endothelial	10	0	0.575428088748246	0.452572886286506	0.812602582442751
GSE212966_primary	T_NK	EPAS1	KO	CAF_ECM	8	0	0.514683698294309	0.563087795474717	0.633980823133918
GSE212966_primary	T_NK	EPAS1	KO	myeloid_inflammation	10	0	0.416612987793361	0.553174531172177	0.812602582442751
GSE212966_primary	T_NK	EPAS1	KO	cytotoxic_TNK	7	0	0.429019878685166	0.791154961894632	0.568821807709926
GSE212966_primary	T_NK	EPAS1	KO	T_exhaustion	7	0	0.386914173135969	0.773072483203446	0.568821807709926
GSE212966_primary	T_NK	EPAS1	KO	TNF_NFkB	8	0	0.571394328579616	0.34348951694353	0.624950933420547
GSE212966_primary	T_NK	EPAS1	KO	angiogenesis	7	0	0.414683705877793	0.252122836708629	0.568821807709926
GSE212966_primary	T_NK	EPAS1	KO	TGFb_fibrosis	10	0	0.775255725880523	0.964317058507879	0.769146221135223
GSE212966_primary	T_NK	EPAS1	OE	endothelial	10	1	1.38565967439507	9.44043332832101	16.0000000000001
GSE212966_primary	T_NK	EPAS1	OE	CAF_ECM	8	0	0.994169214568292	0.0232491823498011	5.8245378979819e-14
GSE212966_primary	T_NK	EPAS1	OE	myeloid_inflammation	10	0	1.02507323820577	0.0896241223988803	7.28067237247738e-14
GSE212966_primary	T_NK	EPAS1	OE	cytotoxic_TNK	7	0	0.624294028366542	0.213063261473513	5.09647066073417e-14
GSE212966_primary	T_NK	EPAS1	OE	T_exhaustion	7	0	1.02385845186986	0.0327537041817374	5.09647066073417e-14
GSE212966_primary	T_NK	EPAS1	OE	TNF_NFkB	8	0	1.07156947401285	0.0673908617774211	5.8245378979819e-14
GSE212966_primary	T_NK	EPAS1	OE	angiogenesis	7	1	1.37927815833715	13.4863333261729	16
GSE212966_primary	T_NK	EPAS1	OE	TGFb_fibrosis	10	0	1.18406418852028	0.0502695720272901	7.28067237247738e-14
GSE212966_primary	T_NK	HERPUD1	KO	endothelial	10	0	1.76515133495713	3.97141358891522e-22	3.86227615268307e-11
GSE212966_primary	T_NK	HERPUD1	KO	CAF_ECM	8	0	1.08828895881673	0.126804128426326	3.08982092214646e-11
GSE212966_primary	T_NK	HERPUD1	KO	myeloid_inflammation	10	0	1.45403878045108	0.00192857620149768	3.86227615268307e-11
GSE212966_primary	T_NK	HERPUD1	KO	cytotoxic_TNK	7	0	0.882087148385492	0.130390573080795	2.70359330687815e-11
GSE212966_primary	T_NK	HERPUD1	KO	T_exhaustion	7	0	1.03929256960671	1.51380501777799	2.70359330687815e-11
GSE212966_primary	T_NK	HERPUD1	KO	TNF_NFkB	8	0	0.919819617453342	0.0659314251957338	3.08982092214646e-11
GSE212966_primary	T_NK	HERPUD1	KO	angiogenesis	7	0	1.76871039381705	2.31499058290892e-22	2.70359330687815e-11
GSE212966_primary	T_NK	HERPUD1	KO	TGFb_fibrosis	10	0	0.954722156443719	0.000609313880221855	3.86227615268307e-11
GSE212966_primary	T_NK	HERPUD1	OE	endothelial	10	0	1.45800654500865	7.88913065422994e-28	3.85730986621315e-15
GSE212966_primary	T_NK	HERPUD1	OE	CAF_ECM	8	0	1.03806293757034	0.0806213408468716	3.08584789297052e-15
GSE212966_primary	T_NK	HERPUD1	OE	myeloid_inflammation	10	0	1.00196965331534	0.0648758435373238	3.85730986621315e-15
GSE212966_primary	T_NK	HERPUD1	OE	cytotoxic_TNK	7	0	0.59982812973855	0.657337557493055	0.0984407850212337
GSE212966_primary	T_NK	HERPUD1	OE	T_exhaustion	7	0	0.976009392213663	0.0145896806679296	2.70011690634921e-15
GSE212966_primary	T_NK	HERPUD1	OE	TNF_NFkB	8	0	1.13400074996553	0.1872589634701	3.08584789297052e-15
GSE212966_primary	T_NK	HERPUD1	OE	angiogenesis	7	0	1.45709795811868	7.37955318525795e-28	2.70011690634921e-15
GSE212966_primary	T_NK	HERPUD1	OE	TGFb_fibrosis	10	0	1.19278213644915	0.0230349233029242	3.85730986621315e-15
GSE212966_primary	T_NK	MARCKS	KO	endothelial	10	0	0.575428088748246	0.452572886286506	0.812602582442751
GSE212966_primary	T_NK	MARCKS	KO	CAF_ECM	8	0	0.514683698294309	0.563087795474717	0.633980823133918
GSE212966_primary	T_NK	MARCKS	KO	myeloid_inflammation	10	0	0.416612987793361	0.553174531172177	0.812602582442751
GSE212966_primary	T_NK	MARCKS	KO	cytotoxic_TNK	7	0	0.429019878685166	0.791154961894632	0.568821807709926
GSE212966_primary	T_NK	MARCKS	KO	T_exhaustion	7	0	0.386914173135969	0.773072483203446	0.568821807709926
GSE212966_primary	T_NK	MARCKS	KO	TNF_NFkB	8	0	0.571394328579616	0.34348951694353	0.624950933420547
GSE212966_primary	T_NK	MARCKS	KO	angiogenesis	7	0	0.414683705877793	0.252122836708629	0.568821807709926
GSE212966_primary	T_NK	MARCKS	KO	TGFb_fibrosis	10	0	0.775255725880523	0.964317058507879	0.769146221135223
GSE212966_primary	T_NK	MARCKS	OE	endothelial	10	0	1.40341389094619	2.41391454616321e-26	2.41564030371605e-13
GSE212966_primary	T_NK	MARCKS	OE	CAF_ECM	8	0	0.904216489786032	0.00212979770326911	1.93251224297284e-13
GSE212966_primary	T_NK	MARCKS	OE	myeloid_inflammation	10	0	1.00448997703949	0.0532128195473255	2.41564030371605e-13
GSE212966_primary	T_NK	MARCKS	OE	cytotoxic_TNK	7	0	0.667175860606754	0.0485154908094326	1.69094821260124e-13
GSE212966_primary	T_NK	MARCKS	OE	T_exhaustion	7	0	1.03449457109066	0.0290174940617077	1.69094821260124e-13
GSE212966_primary	T_NK	MARCKS	OE	TNF_NFkB	8	0	1.01387896765275	0.000388179719083242	1.93251224297284e-13
GSE212966_primary	T_NK	MARCKS	OE	angiogenesis	7	0	1.40800936606312	1.49684426994194e-26	1.69094821260124e-13
GSE212966_primary	T_NK	MARCKS	OE	TGFb_fibrosis	10	0	1.16948323907081	0.0276424541677349	2.41564030371605e-13
GSE212966_primary	T_NK	TACC1	KO	endothelial	10	0	0.575428088748246	0.452572886286506	0.812602582442751
GSE212966_primary	T_NK	TACC1	KO	CAF_ECM	8	0	0.514683698294309	0.563087795474717	0.633980823133918
GSE212966_primary	T_NK	TACC1	KO	myeloid_inflammation	10	0	0.416612987793361	0.553174531172177	0.812602582442751
GSE212966_primary	T_NK	TACC1	KO	cytotoxic_TNK	7	0	0.429019878685166	0.791154961894632	0.568821807709926
GSE212966_primary	T_NK	TACC1	KO	T_exhaustion	7	0	0.386914173135969	0.773072483203446	0.568821807709926
GSE212966_primary	T_NK	TACC1	KO	TNF_NFkB	8	0	0.571394328579616	0.34348951694353	0.624950933420547
GSE212966_primary	T_NK	TACC1	KO	angiogenesis	7	0	0.414683705877793	0.252122836708629	0.568821807709926
GSE212966_primary	T_NK	TACC1	KO	TGFb_fibrosis	10	0	0.775255725880523	0.964317058507879	0.769146221135223
GSE212966_primary	T_NK	TACC1	OE	endothelial	10	0	1.43479891474749	5.33403621689278e-27	5.30380106604308e-15
GSE212966_primary	T_NK	TACC1	OE	CAF_ECM	8	0	1.02853711778908	0.0603432829241993	4.24304085283447e-15
GSE212966_primary	T_NK	TACC1	OE	myeloid_inflammation	10	0	1.00153431778688	0.100778021237004	5.30380106604308e-15
GSE212966_primary	T_NK	TACC1	OE	cytotoxic_TNK	7	0	0.622101010921459	0.416767886168073	3.71266074623016e-15
GSE212966_primary	T_NK	TACC1	OE	T_exhaustion	7	0	0.996601357311746	0.0245577401602461	3.71266074623016e-15
GSE212966_primary	T_NK	TACC1	OE	TNF_NFkB	8	0	1.08129645890301	0.152862310161133	4.24304085283447e-15
GSE212966_primary	T_NK	TACC1	OE	angiogenesis	7	0	1.43664455626182	5.53367639858339e-27	3.71266074623016e-15
GSE212966_primary	T_NK	TACC1	OE	TGFb_fibrosis	10	0	1.17451648696081	0.0304026728176461	5.30380106604308e-15
GSE212966_primary	endothelial	EPAS1	KO	endothelial	10	1	0.992393828286612	591.571102869308	16.6027983428944
GSE212966_primary	endothelial	EPAS1	KO	CAF_ECM	8	0	0.388572079042355	0.134010526483166	3.5930069941988e-11
GSE212966_primary	endothelial	EPAS1	KO	myeloid_inflammation	10	0	1.48558990417779	0.605598635564753	0.597676475179211
GSE212966_primary	endothelial	EPAS1	KO	cytotoxic_TNK	7	1	1.71448741210888	2.47333372132018	2.22691688517058
GSE212966_primary	endothelial	EPAS1	KO	T_exhaustion	7	0	1.37811601455887	0.00304171725046352	3.14388111992395e-11
GSE212966_primary	endothelial	EPAS1	KO	TNF_NFkB	8	1	1.17926478710572	2.81034390533451	2.29378799789386
GSE212966_primary	endothelial	EPAS1	KO	angiogenesis	7	1	1.07362870991501	844.404658705408	16.5976764751612
GSE212966_primary	endothelial	EPAS1	KO	TGFb_fibrosis	10	0	0.358070788723173	0.0566882957618763	4.4912587427485e-11
GSE212966_primary	endothelial	EPAS1	OE	endothelial	10	0	0.593279605932922	0.0228459242239312	2.12152042641724e-14
GSE212966_primary	endothelial	EPAS1	OE	CAF_ECM	8	0	1.29098841829359	0.00141849772938438	1.69721634113379e-14
GSE212966_primary	endothelial	EPAS1	OE	myeloid_inflammation	10	0	1.21606986926582	0.00274529934971414	2.12152042641724e-14
GSE212966_primary	endothelial	EPAS1	OE	cytotoxic_TNK	7	0	1.52499253314343	5.18410752842705e-28	1.48506429849207e-14
GSE212966_primary	endothelial	EPAS1	OE	T_exhaustion	7	0	0.827229606291323	0.0129949282216108	1.48506429849207e-14
GSE212966_primary	endothelial	EPAS1	OE	TNF_NFkB	8	0	1.27131526289491	0.000618218633260937	1.69721634113379e-14
GSE212966_primary	endothelial	EPAS1	OE	angiogenesis	7	0	0.561242617015846	0.0195776098502245	1.48506429849207e-14
GSE212966_primary	endothelial	EPAS1	OE	TGFb_fibrosis	10	0	1.05508835336559	0.000442780983765854	2.12152042641724e-14
GSE212966_primary	endothelial	HERPUD1	KO	endothelial	10	0	0.388132985457856	0.0500148622235827	3.24640841615285e-12
GSE212966_primary	endothelial	HERPUD1	KO	CAF_ECM	8	0	0.721299524896371	0.9222424596712	0.00133902439791786
GSE212966_primary	endothelial	HERPUD1	KO	myeloid_inflammation	10	0	1.63366420969029	0.304804859702724	3.24640841615285e-12
GSE212966_primary	endothelial	HERPUD1	KO	cytotoxic_TNK	7	0	1.60295045994432	0.287130838428687	2.272485891307e-12
GSE212966_primary	endothelial	HERPUD1	KO	T_exhaustion	7	0	1.42159040546928	0.00496145226859322	2.272485891307e-12
GSE212966_primary	endothelial	HERPUD1	KO	TNF_NFkB	8	0	0.969182717087912	0.456822395291556	2.59712673292228e-12
GSE212966_primary	endothelial	HERPUD1	KO	angiogenesis	7	0	0.496913534187936	0.0453730647018767	2.272485891307e-12
GSE212966_primary	endothelial	HERPUD1	KO	TGFb_fibrosis	10	0	0.770982767873706	0.95285484188792	0.00133902439856715
GSE212966_primary	endothelial	HERPUD1	OE	endothelial	10	0	0.77765622900804	0.185986156415109	2.72952889407994e-12
GSE212966_primary	endothelial	HERPUD1	OE	CAF_ECM	8	0	0.998794570144952	0.0111271577587121	2.18362311526395e-12
GSE212966_primary	endothelial	HERPUD1	OE	myeloid_inflammation	10	0	1.13508616272854	0.0228016625078393	2.72952889407994e-12
GSE212966_primary	endothelial	HERPUD1	OE	cytotoxic_TNK	7	0	1.3013357763996	7.83649001939686e-25	1.91067022585596e-12
GSE212966_primary	endothelial	HERPUD1	OE	T_exhaustion	7	0	1.17063419114369	0.041123308179548	1.91067022585596e-12
GSE212966_primary	endothelial	HERPUD1	OE	TNF_NFkB	8	0	1.10533106727184	0.00129346386362344	2.18362311526395e-12
GSE212966_primary	endothelial	HERPUD1	OE	angiogenesis	7	0	0.754161125461934	0.15253253297114	1.91067022585596e-12
GSE212966_primary	endothelial	HERPUD1	OE	TGFb_fibrosis	10	0	0.956402047005795	0.00123513467507509	2.72952889407994e-12
GSE212966_primary	endothelial	MARCKS	KO	endothelial	10	0	0.60175411776486	0.569789933542175	4.54825049600096e-12
GSE212966_primary	endothelial	MARCKS	KO	CAF_ECM	8	0	0.582817467457575	0.40740443273125	3.63860039680077e-12
GSE212966_primary	endothelial	MARCKS	KO	myeloid_inflammation	10	1	1.57027857150628	1.1343544208871	1.51888159744001
GSE212966_primary	endothelial	MARCKS	KO	cytotoxic_TNK	7	0	1.73591768335866	1.39657741728818	0.838294047487374
GSE212966_primary	endothelial	MARCKS	KO	T_exhaustion	7	0	1.45313449488292	0.0235493664237075	3.18377534720067e-12
GSE212966_primary	endothelial	MARCKS	KO	TNF_NFkB	8	1	1.20951524734049	4.63788047234511	4.90570265622629
GSE212966_primary	endothelial	MARCKS	KO	angiogenesis	7	0	0.651396888311574	0.510600694594688	3.18377534720067e-12
GSE212966_primary	endothelial	MARCKS	KO	TGFb_fibrosis	10	1	0.497071575246902	1.29042619921509	1.43487735383585
GSE212966_primary	endothelial	MARCKS	OE	endothelial	10	0	0.696920779927039	0.0831485533044501	5.30380106604308e-15
GSE212966_primary	endothelial	MARCKS	OE	CAF_ECM	8	0	1.10157574386288	0.00625896383544215	4.24304085283447e-15
GSE212966_primary	endothelial	MARCKS	OE	myeloid_inflammation	10	0	1.19155838642882	0.0143882801349052	5.30380106604308e-15
GSE212966_primary	endothelial	MARCKS	OE	cytotoxic_TNK	7	0	1.45529713300008	2.00519509507823e-28	3.71266074623016e-15
GSE212966_primary	endothelial	MARCKS	OE	T_exhaustion	7	0	0.917340604986693	0.0648979620293225	3.71266074623016e-15
GSE212966_primary	endothelial	MARCKS	OE	TNF_NFkB	8	0	1.21738555794195	0.0016979653374489	4.24304085283447e-15
GSE212966_primary	endothelial	MARCKS	OE	angiogenesis	7	0	0.673056830534189	0.0278185105881557	3.71266074623016e-15
GSE212966_primary	endothelial	MARCKS	OE	TGFb_fibrosis	10	0	1.05957671959949	0.00488805830171552	5.30380106604308e-15
GSE212966_primary	endothelial	TACC1	KO	endothelial	10	0	0.598768090169264	0.389979209437071	2.23974697382244e-11
GSE212966_primary	endothelial	TACC1	KO	CAF_ECM	8	0	0.355413635188939	0.222634652621523	1.79179757905795e-11
GSE212966_primary	endothelial	TACC1	KO	myeloid_inflammation	10	1	1.4740242799836	1.11094423929997	1.6035585393876
GSE212966_primary	endothelial	TACC1	KO	cytotoxic_TNK	7	1	1.73261400107075	2.86661156507823	2.74491617382117
GSE212966_primary	endothelial	TACC1	KO	T_exhaustion	7	0	1.33217887071649	0.00141559648374486	1.56782288167571e-11
GSE212966_primary	endothelial	TACC1	KO	TNF_NFkB	8	1	1.16539717407172	4.57298541164034	4.94489032329767
GSE212966_primary	endothelial	TACC1	KO	angiogenesis	7	0	0.644885298948668	0.362809916041304	1.56782288167571e-11
GSE212966_primary	endothelial	TACC1	KO	TGFb_fibrosis	10	0	0.529932757307974	0.542120409176552	0.253406204568971
GSE212966_primary	endothelial	TACC1	OE	endothelial	10	0	0.740430632836245	0.124133514707731	2.41081866638322e-14
GSE212966_primary	endothelial	TACC1	OE	CAF_ECM	8	0	1.10104469502172	0.00947163100463855	1.92865493310658e-14
GSE212966_primary	endothelial	TACC1	OE	myeloid_inflammation	10	0	1.19431215008796	0.0221312352224809	2.41081866638322e-14
GSE212966_primary	endothelial	TACC1	OE	cytotoxic_TNK	7	0	1.45995127853016	4.2051203432136e-28	1.68757306646826e-14
GSE212966_primary	endothelial	TACC1	OE	T_exhaustion	7	0	0.914073536340047	0.0625441647852373	1.68757306646826e-14
GSE212966_primary	endothelial	TACC1	OE	TNF_NFkB	8	0	1.22690433427365	0.00256518324216464	1.92865493310658e-14
GSE212966_primary	endothelial	TACC1	OE	angiogenesis	7	0	0.735706233280637	0.0452912223966038	1.68757306646826e-14
GSE212966_primary	endothelial	TACC1	OE	TGFb_fibrosis	10	0	1.0354321453957	0.00341471661397044	2.41081866638322e-14
GSE212966_primary	fibroblast_CAF	EPAS1	KO	endothelial	10	1	1.48978011264318	604.595397278888	16.0000000000087
GSE212966_primary	fibroblast_CAF	EPAS1	KO	CAF_ECM	8	0	0.320249140474076	0.0304146327843581	7.70690511270242e-12
GSE212966_primary	fibroblast_CAF	EPAS1	KO	myeloid_inflammation	10	1	0.966914001199468	2.1436955369674	1.51003368181098
GSE212966_primary	fibroblast_CAF	EPAS1	KO	cytotoxic_TNK	7	0	1.72910100523296	2.75284964194443e-23	6.74354197361462e-12
GSE212966_primary	fibroblast_CAF	EPAS1	KO	T_exhaustion	7	0	1.62394588231297	0.297328119543808	6.74354197361462e-12
GSE212966_primary	fibroblast_CAF	EPAS1	KO	TNF_NFkB	8	0	0.630113070289792	0.516963311300044	7.70690511270242e-12
GSE212966_primary	fibroblast_CAF	EPAS1	KO	angiogenesis	7	1	1.5106002434296	863.707710373751	16.0000000000058
GSE212966_primary	fibroblast_CAF	EPAS1	KO	TGFb_fibrosis	10	0	0.588177037224149	0.0108837477125811	9.63363139087802e-12
GSE212966_primary	fibroblast_CAF	EPAS1	OE	endothelial	10	1	1.24007436138529	3.19351314260824	5.55944412510103
GSE212966_primary	fibroblast_CAF	EPAS1	OE	CAF_ECM	8	0	0.739469313665139	0.304453205413692	1.54292394648526e-14
GSE212966_primary	fibroblast_CAF	EPAS1	OE	myeloid_inflammation	10	0	1.26398908243095	8.7193156698628e-28	1.92865493310658e-14
GSE212966_primary	fibroblast_CAF	EPAS1	OE	cytotoxic_TNK	7	0	1.2578448295578	1.30028517810164e-27	1.35005845317461e-14
GSE212966_primary	fibroblast_CAF	EPAS1	OE	T_exhaustion	7	0	1.19658154106114	0.0418980558351808	1.35005845317461e-14
GSE212966_primary	fibroblast_CAF	EPAS1	OE	TNF_NFkB	8	0	1.21712805579019	0.0857768252720772	1.54292394648526e-14
GSE212966_primary	fibroblast_CAF	EPAS1	OE	angiogenesis	7	1	1.23465693016178	4.56216163229749	5.55944412510103
GSE212966_primary	fibroblast_CAF	EPAS1	OE	TGFb_fibrosis	10	0	0.928186820893119	0.0634734041675692	1.92865493310658e-14
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	endothelial	10	0	1.21024382474096	0.231529884518355	2.44505229144655e-12
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	CAF_ECM	8	0	0.299418487786893	0.00730993414979491	1.95604183315724e-12
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	myeloid_inflammation	10	1	1.047698805692	3.2266864160764	2.78702657550867
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	cytotoxic_TNK	7	0	1.75313740155715	3.43505725795036e-24	1.71153660401258e-12
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	T_exhaustion	7	0	1.6533952863886	0.45898689326343	0.0922418950883682
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	TNF_NFkB	8	0	0.730497049645042	0.870430113338238	0.0922418950886127
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	angiogenesis	7	0	1.13876675082195	0.33075665059569	1.71153660401258e-12
GSE212966_primary	fibroblast_CAF	HERPUD1	KO	TGFb_fibrosis	10	0	0.608902273651209	0.00992884831177084	2.44505229144655e-12
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	endothelial	10	0	1.20475954018527	0.152523355105866	3.85730986621315e-15
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	CAF_ECM	8	0	0.615736954852522	0.350972015117758	0.0185092505179029
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	myeloid_inflammation	10	0	1.28558554302157	6.56223238790625e-28	3.85730986621315e-15
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	cytotoxic_TNK	7	0	1.28064466974368	9.23497965134643e-28	2.70011690634921e-15
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	T_exhaustion	7	0	1.22789108049209	0.288212042581431	2.70011690634921e-15
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	TNF_NFkB	8	0	1.2158423705385	0.0241402266889723	3.08584789297052e-15
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	angiogenesis	7	0	1.233055216665	0.126379952955014	2.70011690634921e-15
GSE212966_primary	fibroblast_CAF	HERPUD1	OE	TGFb_fibrosis	10	0	0.92016990832805	0.0650422076742802	3.85730986621315e-15
GSE212966_primary	fibroblast_CAF	MARCKS	KO	endothelial	10	0	1.23386217864651	0.267874798148728	2.77774526740763e-12
GSE212966_primary	fibroblast_CAF	MARCKS	KO	CAF_ECM	8	0	0.264525191267567	0.00812557061543657	2.22219621392611e-12
GSE212966_primary	fibroblast_CAF	MARCKS	KO	myeloid_inflammation	10	1	1.05412530594191	3.68029242270812	3.99369952682405
GSE212966_primary	fibroblast_CAF	MARCKS	KO	cytotoxic_TNK	7	0	1.73293093566577	5.23684148381421e-24	1.94442168718534e-12
GSE212966_primary	fibroblast_CAF	MARCKS	KO	T_exhaustion	7	0	1.64782518762944	0.538421381437425	0.23397867781487
GSE212966_primary	fibroblast_CAF	MARCKS	KO	TNF_NFkB	8	0	0.647411823406307	0.755193636284476	0.233978677815148
GSE212966_primary	fibroblast_CAF	MARCKS	KO	angiogenesis	7	0	1.16141114311265	0.382678224482862	1.94442168718534e-12
GSE212966_primary	fibroblast_CAF	MARCKS	KO	TGFb_fibrosis	10	0	0.641612578133545	0.0449553767835958	2.77774526740763e-12
GSE212966_primary	fibroblast_CAF	MARCKS	OE	endothelial	10	0	1.19876583727585	0.255646995968198	4.96628645274946e-14
GSE212966_primary	fibroblast_CAF	MARCKS	OE	CAF_ECM	8	0	0.680039981643309	0.278182186806985	3.97302916219957e-14
GSE212966_primary	fibroblast_CAF	MARCKS	OE	myeloid_inflammation	10	0	1.29392691791841	7.80716545610862e-28	4.96628645274946e-14
GSE212966_primary	fibroblast_CAF	MARCKS	OE	cytotoxic_TNK	7	0	1.29480023426033	7.16672522572329e-28	3.47640051692462e-14
GSE212966_primary	fibroblast_CAF	MARCKS	OE	T_exhaustion	7	0	1.23063191179966	0.326664770207887	0.0497065336989095
GSE212966_primary	fibroblast_CAF	MARCKS	OE	TNF_NFkB	8	0	1.24018626677347	0.23378279298045	0.0305406865441453
GSE212966_primary	fibroblast_CAF	MARCKS	OE	angiogenesis	7	0	1.22739060998844	0.216814898932057	3.47640051692462e-14
GSE212966_primary	fibroblast_CAF	MARCKS	OE	TGFb_fibrosis	10	0	0.970940410731553	0.0688525586784063	4.96628645274946e-14
GSE212966_primary	fibroblast_CAF	TACC1	KO	endothelial	10	0	1.25786669327456	0.485264658670593	0.15243441452984
GSE212966_primary	fibroblast_CAF	TACC1	KO	CAF_ECM	8	0	0.32535227034857	0.0475131931614958	1.04455951177068e-12
GSE212966_primary	fibroblast_CAF	TACC1	KO	myeloid_inflammation	10	0	0.952562057974805	2.46253980088741	1.86536595449062
GSE212966_primary	fibroblast_CAF	TACC1	KO	cytotoxic_TNK	7	0	1.76766715198729	2.58667651370032e-23	9.13989572799343e-13
GSE212966_primary	fibroblast_CAF	TACC1	KO	T_exhaustion	7	0	1.65799215578927	0.405253663088604	0.152434414529449
GSE212966_primary	fibroblast_CAF	TACC1	KO	TNF_NFkB	8	0	0.631840435848786	0.698906474509074	0.152434414529579
GSE212966_primary	fibroblast_CAF	TACC1	KO	angiogenesis	7	0	1.18642161021037	0.69323484606856	0.152434414529449
GSE212966_primary	fibroblast_CAF	TACC1	KO	TGFb_fibrosis	10	0	0.602274155294113	0.0258250601856192	1.30569938971335e-12
GSE212966_primary	fibroblast_CAF	TACC1	OE	endothelial	10	0	1.20249516724014	0.251886606402686	5.40023381269844e-14
GSE212966_primary	fibroblast_CAF	TACC1	OE	CAF_ECM	8	0	0.65337657928935	0.164795572320091	4.32018705015875e-14
GSE212966_primary	fibroblast_CAF	TACC1	OE	myeloid_inflammation	10	0	1.28800127691357	3.10478028430126e-27	5.40023381269844e-14
GSE212966_primary	fibroblast_CAF	TACC1	OE	cytotoxic_TNK	7	0	1.2893459185112	6.7221053630766e-27	3.78016366888891e-14
GSE212966_primary	fibroblast_CAF	TACC1	OE	T_exhaustion	7	0	1.23698841539112	0.510700974421507	0.163262273111329
GSE212966_primary	fibroblast_CAF	TACC1	OE	TNF_NFkB	8	0	1.21990244956948	0.012858624952644	4.32018705015875e-14
GSE212966_primary	fibroblast_CAF	TACC1	OE	angiogenesis	7	0	1.22463353434588	0.115444774159011	3.78016366888891e-14
GSE212966_primary	fibroblast_CAF	TACC1	OE	TGFb_fibrosis	10	0	0.93010399914562	0.059364753582486	5.40023381269844e-14
GSE212966_primary	myeloid	EPAS1	KO	endothelial	10	1	1.64098326515003	36.8059184189838	16.2875446705048
GSE212966_primary	myeloid	EPAS1	KO	CAF_ECM	8	0	0.752559489102612	1.42761438300871	0.98370586695953
GSE212966_primary	myeloid	EPAS1	KO	myeloid_inflammation	10	0	0.764120686889216	0.508773280091497	0.28482986176824
GSE212966_primary	myeloid	EPAS1	KO	cytotoxic_TNK	7	0	1.199792592146	0.00800323076320909	1.72253958041035e-11
GSE212966_primary	myeloid	EPAS1	KO	T_exhaustion	7	0	1.3330424491909	0.461628729209945	0.190480624174119
GSE212966_primary	myeloid	EPAS1	KO	TNF_NFkB	8	0	0.952552319998731	2.0726209887356	1.22560456452395
GSE212966_primary	myeloid	EPAS1	KO	angiogenesis	7	1	1.49061354507287	52.5798941675118	16.2875446704974
GSE212966_primary	myeloid	EPAS1	KO	TGFb_fibrosis	10	0	0.830508282398597	0.188129105881056	0.00133781723294852
GSE212966_primary	myeloid	EPAS1	OE	endothelial	10	1	1.11913815374867	16.1292351293334	16
GSE212966_primary	myeloid	EPAS1	OE	CAF_ECM	8	0	1.00498123929006	0.0244325440082082	2.73869000501135e-14
GSE212966_primary	myeloid	EPAS1	OE	myeloid_inflammation	10	0	1.00755627349668	0.0308126608734133	3.42336250626418e-14
GSE212966_primary	myeloid	EPAS1	OE	cytotoxic_TNK	7	0	1.1097978011237	4.47756753030022e-27	2.39635375438493e-14
