dataset	cell_type	target	perturbation	program	n_program_genes	n_sig_fdr	mean_abs_Z	mean_FC	network_score
GSE155698_primary	T_NK	HERPUD1	KO	TGFb_fibrosis	10	0	1.17989850032398	0.0191217214008675	4.84188820956675e-12
GSE155698_primary	T_NK	HERPUD1	OE	endothelial	9	0	1.39872684842489	5.37755338736895e-25	3.25026572601799e-13
GSE155698_primary	T_NK	HERPUD1	OE	CAF_ECM	8	0	1.32001515552846	0.0508306540069385	2.88912508979377e-13
GSE155698_primary	T_NK	HERPUD1	OE	myeloid_inflammation	10	0	1.20731370783122	0.368849256839374	0.144959765026362
GSE155698_primary	T_NK	HERPUD1	OE	cytotoxic_TNK	7	0	0.738255048254888	1.30211427020101	0.211325816017683
GSE155698_primary	T_NK	HERPUD1	OE	T_exhaustion	7	0	0.992877796190004	0.0136645287728686	2.52798445356955e-13
GSE155698_primary	T_NK	HERPUD1	OE	TNF_NFkB	7	0	1.21297248231091	0.334380136886	0.0934784005864947
GSE155698_primary	T_NK	HERPUD1	OE	angiogenesis	6	0	1.25064923006161	0.00813721346180815	2.16684381734533e-13
GSE155698_primary	T_NK	HERPUD1	OE	TGFb_fibrosis	10	0	1.24822962937505	0.0272286146751093	3.61140636224221e-13
GSE155698_primary	T_NK	MARCKS	KO	endothelial	9	0	1.67623986149854	0.159762524324526	3.30494309337282e-12
GSE155698_primary	T_NK	MARCKS	KO	CAF_ECM	8	0	1.33798833687013	0.0607314896799234	2.93772719410918e-12
GSE155698_primary	T_NK	MARCKS	KO	myeloid_inflammation	10	0	1.4166727715745	0.285248961163299	3.67215899263647e-12
GSE155698_primary	T_NK	MARCKS	KO	cytotoxic_TNK	7	0	0.876405058257715	3.51305590705659	1.85715071789289
GSE155698_primary	T_NK	MARCKS	KO	T_exhaustion	7	0	0.430374857675322	0.125244573860902	2.57051129484553e-12
GSE155698_primary	T_NK	MARCKS	KO	TNF_NFkB	7	0	0.720913882710556	0.211253317215244	2.57051129484553e-12
GSE155698_primary	T_NK	MARCKS	KO	angiogenesis	6	0	1.62278313425416	0.239643786486789	2.20329539558188e-12
GSE155698_primary	T_NK	MARCKS	KO	TGFb_fibrosis	10	0	1.26107567163165	0.0916603544941218	3.67215899263647e-12
GSE155698_primary	T_NK	MARCKS	OE	endothelial	9	0	1.38959232726716	1.12923165817843e-23	7.63747353510211e-14
GSE155698_primary	T_NK	MARCKS	OE	CAF_ECM	8	0	1.31685592310731	0.0527884449026342	6.78886536453521e-14
GSE155698_primary	T_NK	MARCKS	OE	myeloid_inflammation	10	0	1.20019666017733	0.245958693735841	0.0430573796835407
GSE155698_primary	T_NK	MARCKS	OE	cytotoxic_TNK	7	0	0.752499751935333	1.14584738535394	0.120509140571722
GSE155698_primary	T_NK	MARCKS	OE	T_exhaustion	7	0	0.971475533334032	0.0133270734769996	5.94025719396831e-14
GSE155698_primary	T_NK	MARCKS	OE	TNF_NFkB	7	0	1.21020208065457	0.241927633292872	0.0430573796835152
GSE155698_primary	T_NK	MARCKS	OE	angiogenesis	6	0	1.24398226634954	0.00791180451774748	5.09164902340141e-14
GSE155698_primary	T_NK	MARCKS	OE	TGFb_fibrosis	10	0	1.24097390349913	0.0197050839942236	8.48608170566901e-14
GSE155698_primary	T_NK	TACC1	KO	endothelial	9	0	0.548710632285604	0.329339017660514	0.264588082328401
GSE155698_primary	T_NK	TACC1	KO	CAF_ECM	8	0	0.258006110090171	0.322664397441308	0.235189406514135
GSE155698_primary	T_NK	TACC1	KO	myeloid_inflammation	10	0	0.821534949867571	0.31711716172584	0.293986758142668
GSE155698_primary	T_NK	TACC1	KO	cytotoxic_TNK	7	0	1.04505287634232	2.04127727396592	0.704439820925816
GSE155698_primary	T_NK	TACC1	KO	T_exhaustion	7	0	0.535240808984781	0.173176220878085	0.205790730699868
GSE155698_primary	T_NK	TACC1	KO	TNF_NFkB	7	0	1.19714548048265	0.122205067146416	0.184875401029966
GSE155698_primary	T_NK	TACC1	KO	angiogenesis	6	0	0.541795403417124	0.374685337026156	0.176392054885601
GSE155698_primary	T_NK	TACC1	KO	TGFb_fibrosis	10	0	0.506284543911551	0.193706208615111	0.293986758142668
GSE155698_primary	T_NK	TACC1	OE	endothelial	9	0	1.35348576554383	4.64129632248571e-24	5.98847356729596e-14
GSE155698_primary	T_NK	TACC1	OE	CAF_ECM	8	0	1.29293868471502	0.0792892359934914	5.32308761537419e-14
GSE155698_primary	T_NK	TACC1	OE	myeloid_inflammation	10	0	1.18059069526411	0.258532863304659	0.0118301800189181
GSE155698_primary	T_NK	TACC1	OE	cytotoxic_TNK	7	0	0.772685744215971	1.44967311283377	0.330046458147185
GSE155698_primary	T_NK	TACC1	OE	T_exhaustion	7	0	1.00611360855335	0.0341847793010372	4.65770166345241e-14
GSE155698_primary	T_NK	TACC1	OE	TNF_NFkB	7	0	1.19616747811724	0.348339262516595	0.117482111902297
GSE155698_primary	T_NK	TACC1	OE	angiogenesis	6	0	1.22375944075909	0.0110708226846455	3.99231571153064e-14
GSE155698_primary	T_NK	TACC1	OE	TGFb_fibrosis	10	0	1.21915091382667	0.0271860636562104	6.65385951921773e-14
GSE155698_primary	endothelial	EPAS1	KO	endothelial	9	1	1.07697831290838	426.956048891091	16.8628708196127
GSE155698_primary	endothelial	EPAS1	KO	CAF_ECM	8	0	0.547358036320066	0.089249121591886	7.35666137684951e-12
GSE155698_primary	endothelial	EPAS1	KO	myeloid_inflammation	10	0	1.08327189438272	1.60028868789936	0.513232093696962
GSE155698_primary	endothelial	EPAS1	KO	cytotoxic_TNK	7	0	1.48310854877228	0.000143311862053363	6.43707870474332e-12
GSE155698_primary	endothelial	EPAS1	KO	T_exhaustion	7	0	1.46810050144516	0.323869459293261	0.0413476420447842
GSE155698_primary	endothelial	EPAS1	KO	TNF_NFkB	7	0	0.971193197046431	0.292758306470688	6.43707870474332e-12
GSE155698_primary	endothelial	EPAS1	KO	angiogenesis	6	1	1.30470128657375	640.764168031129	16.8889474959677
GSE155698_primary	endothelial	EPAS1	KO	TGFb_fibrosis	10	0	0.665146584624722	0.215025935451631	9.19582672106188e-12
GSE155698_primary	endothelial	EPAS1	OE	endothelial	9	1	0.700523631934205	3.4713056001092	5.63625591120697
GSE155698_primary	endothelial	EPAS1	OE	CAF_ECM	8	0	1.49241592620685	0.0403300304297786	1.27676956571658e-13
GSE155698_primary	endothelial	EPAS1	OE	myeloid_inflammation	10	0	0.954749004191864	0.000989692843399886	1.59596195714572e-13
GSE155698_primary	endothelial	EPAS1	OE	cytotoxic_TNK	7	0	1.43403761390335	0.00269044075134781	1.117173370002e-13
GSE155698_primary	endothelial	EPAS1	OE	T_exhaustion	7	0	1.57873838020808	2.59446085913787e-27	1.117173370002e-13
GSE155698_primary	endothelial	EPAS1	OE	TNF_NFkB	7	0	0.84959798306702	0.00122167025765145	1.117173370002e-13
GSE155698_primary	endothelial	EPAS1	OE	angiogenesis	6	1	0.885203285426055	5.18937013787087	5.63625591120692
GSE155698_primary	endothelial	EPAS1	OE	TGFb_fibrosis	10	0	1.48246105601929	0.00315691922529271	1.59596195714572e-13
GSE155698_primary	endothelial	HERPUD1	KO	endothelial	9	0	0.83297432770652	0.361957314778181	1.83689917466446e-12
GSE155698_primary	endothelial	HERPUD1	KO	CAF_ECM	8	0	0.39495668476491	0.0025718632376547	1.63279926636841e-12
GSE155698_primary	endothelial	HERPUD1	KO	myeloid_inflammation	10	0	1.19127800714422	2.06322255387071	0.628646272381863
GSE155698_primary	endothelial	HERPUD1	KO	cytotoxic_TNK	7	0	1.48193369751902	0.000206903730628623	1.42869935807236e-12
GSE155698_primary	endothelial	HERPUD1	KO	T_exhaustion	7	0	1.43815788039521	0.346319890953222	1.42869935807236e-12
GSE155698_primary	endothelial	HERPUD1	KO	TNF_NFkB	7	0	0.66355507429477	0.00324012528685522	1.42869935807236e-12
GSE155698_primary	endothelial	HERPUD1	KO	angiogenesis	6	0	0.940903302427994	0.910956042004982	1.22459944977631e-12
GSE155698_primary	endothelial	HERPUD1	KO	TGFb_fibrosis	10	0	0.618924946951102	0.231599708628053	2.04099908296051e-12
GSE155698_primary	endothelial	HERPUD1	OE	endothelial	9	0	0.730208044232105	0.0853178286649296	1.15777155634405e-12
GSE155698_primary	endothelial	HERPUD1	OE	CAF_ECM	8	0	1.42526802433999	0.0372861102395743	1.02913027230582e-12
GSE155698_primary	endothelial	HERPUD1	OE	myeloid_inflammation	10	0	0.962473665876359	0.00182807208105446	1.28641284038228e-12
GSE155698_primary	endothelial	HERPUD1	OE	cytotoxic_TNK	7	0	1.36712552531788	0.00217267105879474	9.00488988267593e-13
GSE155698_primary	endothelial	HERPUD1	OE	T_exhaustion	7	0	1.49906538482088	1.67960560608833e-25	9.00488988267593e-13
GSE155698_primary	endothelial	HERPUD1	OE	TNF_NFkB	7	0	0.789775901581328	0.00096229311946328	9.00488988267593e-13
GSE155698_primary	endothelial	HERPUD1	OE	angiogenesis	6	0	0.685733059484186	0.0894174056971414	7.71847704229365e-13
GSE155698_primary	endothelial	HERPUD1	OE	TGFb_fibrosis	10	0	1.41938315221543	0.00488326910621675	1.28641284038228e-12
GSE155698_primary	endothelial	MARCKS	KO	endothelial	9	0	0.785467977122996	0.347253998304002	3.64199000786077e-11
GSE155698_primary	endothelial	MARCKS	KO	CAF_ECM	8	0	0.658552992631376	0.0560984491978706	3.23732445143179e-11
GSE155698_primary	endothelial	MARCKS	KO	myeloid_inflammation	10	0	0.589165912213541	0.104373178995046	4.04665556428974e-11
GSE155698_primary	endothelial	MARCKS	KO	cytotoxic_TNK	7	0	1.53887569720714	0.0109630706898017	2.83265889500282e-11
GSE155698_primary	endothelial	MARCKS	KO	T_exhaustion	7	0	1.29930737180727	0.00274415435203436	2.83265889500282e-11
GSE155698_primary	endothelial	MARCKS	KO	TNF_NFkB	7	0	1.071384543326	0.463445103983394	2.83265889500282e-11
GSE155698_primary	endothelial	MARCKS	KO	angiogenesis	6	0	0.790821965877161	0.497920524025835	2.42799333857384e-11
GSE155698_primary	endothelial	MARCKS	KO	TGFb_fibrosis	10	0	0.606141183584889	0.117399035714316	4.04665556428974e-11
GSE155698_primary	endothelial	MARCKS	OE	endothelial	9	0	0.626645247332872	0.0544063955886414	3.03763151964287e-14
GSE155698_primary	endothelial	MARCKS	OE	CAF_ECM	8	0	1.47556849942292	0.0283053653511377	2.70011690634921e-14
GSE155698_primary	endothelial	MARCKS	OE	myeloid_inflammation	10	0	0.960001516817085	0.0010372391739446	3.37514613293652e-14
GSE155698_primary	endothelial	MARCKS	OE	cytotoxic_TNK	7	0	1.42528904597599	0.00298060274446745	2.36260229305556e-14
GSE155698_primary	endothelial	MARCKS	OE	T_exhaustion	7	0	1.56410975062952	2.9085941028228e-28	2.36260229305556e-14
GSE155698_primary	endothelial	MARCKS	OE	TNF_NFkB	7	0	0.851806200885627	0.00119881679047714	2.36260229305556e-14
GSE155698_primary	endothelial	MARCKS	OE	angiogenesis	6	0	0.719156225421599	0.0584506954350974	2.02508767976191e-14
GSE155698_primary	endothelial	MARCKS	OE	TGFb_fibrosis	10	0	1.46946115602938	0.00241242141013167	3.37514613293652e-14
GSE155698_primary	endothelial	TACC1	KO	endothelial	9	0	0.834163670087377	0.104925892172214	4.12987702463662e-12
GSE155698_primary	endothelial	TACC1	KO	CAF_ECM	8	0	0.574367664877311	0.163667188083939	3.67100179967699e-12
GSE155698_primary	endothelial	TACC1	KO	myeloid_inflammation	10	0	0.941112511580454	0.433707986730608	0.107745599498483
GSE155698_primary	endothelial	TACC1	KO	cytotoxic_TNK	7	0	1.46314369591065	4.34255645814666e-06	3.21212657471737e-12
GSE155698_primary	endothelial	TACC1	KO	T_exhaustion	7	0	1.34514898130912	0.0243153881498277	3.21212657471737e-12
GSE155698_primary	endothelial	TACC1	KO	TNF_NFkB	7	0	1.11104864099758	0.64933367058337	0.0627086293157557
GSE155698_primary	endothelial	TACC1	KO	angiogenesis	6	0	0.85459960797977	0.158370852480307	2.75325134975774e-12
GSE155698_primary	endothelial	TACC1	KO	TGFb_fibrosis	10	0	0.704897898670587	0.068983104326231	4.58875224959624e-12
GSE155698_primary	endothelial	TACC1	OE	endothelial	9	0	0.482419530007435	0.00822199567670026	8.26678399658746e-11
GSE155698_primary	endothelial	TACC1	OE	CAF_ECM	8	0	1.4334745194168	0.0349798343536987	7.34825244141108e-11
GSE155698_primary	endothelial	TACC1	OE	myeloid_inflammation	10	0	1.25013127099636	0.0818810911053248	9.18531555176385e-11
GSE155698_primary	endothelial	TACC1	OE	cytotoxic_TNK	7	0	1.37203824303393	0.00254716804213337	6.4297208862347e-11
GSE155698_primary	endothelial	TACC1	OE	T_exhaustion	7	0	1.3563299973467	0.00100383995747965	6.4297208862347e-11
GSE155698_primary	endothelial	TACC1	OE	TNF_NFkB	7	0	0.897604069820925	0.0334400423594262	6.4297208862347e-11
GSE155698_primary	endothelial	TACC1	OE	angiogenesis	6	0	0.696529452150436	0.0405416283670096	5.51118933105831e-11
GSE155698_primary	endothelial	TACC1	OE	TGFb_fibrosis	10	0	1.44148634253514	0.016431999089552	9.18531555176385e-11
GSE155698_primary	fibroblast_CAF	EPAS1	KO	endothelial	9	2	1.18823461197481	494.916949004188	18.2371712283141
GSE155698_primary	fibroblast_CAF	EPAS1	KO	CAF_ECM	8	0	0.36679476632579	0.394472584896941	1.8515087357828e-12
GSE155698_primary	fibroblast_CAF	EPAS1	KO	myeloid_inflammation	10	0	1.16477080338542	0.0327664274199122	2.31438591972851e-12
GSE155698_primary	fibroblast_CAF	EPAS1	KO	cytotoxic_TNK	7	0	0.928330369490264	0.713011566403318	1.62007014380995e-12
GSE155698_primary	fibroblast_CAF	EPAS1	KO	T_exhaustion	7	0	1.56962581198685	0.171163635359727	1.62007014380995e-12
GSE155698_primary	fibroblast_CAF	EPAS1	KO	TNF_NFkB	7	0	1.01350067761296	0.0438741284824575	1.62007014380995e-12
GSE155698_primary	fibroblast_CAF	EPAS1	KO	angiogenesis	6	1	1.29417253098139	739.833060838845	16.0000000000012
GSE155698_primary	fibroblast_CAF	EPAS1	KO	TGFb_fibrosis	10	0	0.595610259364915	0.457991976619985	2.31438591972851e-12
GSE155698_primary	fibroblast_CAF	EPAS1	OE	endothelial	9	0	1.1052319873074	0.0615534663584407	1.86597364778061e-14
GSE155698_primary	fibroblast_CAF	EPAS1	OE	CAF_ECM	8	1	0.957303848925013	4.83099991387154	3.66012779813313
GSE155698_primary	fibroblast_CAF	EPAS1	OE	myeloid_inflammation	10	0	1.02067636465225	4.38378248866711e-06	2.07330405308957e-14
GSE155698_primary	fibroblast_CAF	EPAS1	OE	cytotoxic_TNK	7	0	1.08833483436512	6.7876574131054e-05	1.4513128371627e-14
GSE155698_primary	fibroblast_CAF	EPAS1	OE	T_exhaustion	7	0	1.17717540900121	3.89741803889596e-28	1.4513128371627e-14
GSE155698_primary	fibroblast_CAF	EPAS1	OE	TNF_NFkB	7	0	1.10368050895682	0.0010616650943563	1.4513128371627e-14
GSE155698_primary	fibroblast_CAF	EPAS1	OE	angiogenesis	6	0	1.18796239051239	2.25528974027174e-28	1.24398243185374e-14
GSE155698_primary	fibroblast_CAF	EPAS1	OE	TGFb_fibrosis	10	1	1.11671679863844	2.43680766711241	2.9218249905417
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	endothelial	9	0	0.367494670267029	0.0500212338641181	1.2784089224099e-12
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	CAF_ECM	8	1	0.961217705137838	3.81605125341022	3.56924131655751
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	myeloid_inflammation	10	0	1.16430803233492	0.0399394261244984	1.42045435823322e-12
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	cytotoxic_TNK	7	0	0.718769692611945	0.0828381144088897	9.94318050763257e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	T_exhaustion	7	0	1.41564059815559	0.00772586680548905	9.94318050763257e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	TNF_NFkB	7	0	0.924495545512307	0.00534254061621493	9.94318050763257e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	angiogenesis	6	0	0.400098041260985	0.00433265051226931	8.52272614939934e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	KO	TGFb_fibrosis	10	1	0.918523617482263	2.53868749387375	3.0031614665531
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	endothelial	9	0	1.09555915404976	0.041014671911602	1.46674207662758e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	CAF_ECM	8	1	0.962598973237576	4.69812510805728	4.05045289833922
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	myeloid_inflammation	10	0	1.01670311389931	4.40104165348063e-06	1.62971341847509e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	cytotoxic_TNK	7	0	1.07732449389372	6.6127740211098e-05	1.14079939293256e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	T_exhaustion	7	0	1.17764822162047	5.35112529915909e-27	1.14079939293256e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	TNF_NFkB	7	0	1.10021321965723	0.00103131097046975	1.14079939293256e-13
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	angiogenesis	6	0	1.17844191625688	5.03636350131581e-27	9.77828051085051e-14
GSE155698_primary	fibroblast_CAF	HERPUD1	OE	TGFb_fibrosis	10	1	1.12824744508753	2.51136929824759	3.24750925119255
GSE155698_primary	fibroblast_CAF	MARCKS	KO	endothelial	9	0	0.428409240431018	0.0085151719950523	2.45180258371181e-13
GSE155698_primary	fibroblast_CAF	MARCKS	KO	CAF_ECM	8	1	0.96359348436076	3.75364769960775	3.45532357077834
GSE155698_primary	fibroblast_CAF	MARCKS	KO	myeloid_inflammation	10	0	1.17032396283442	0.037941299802347	2.72422509301312e-13
GSE155698_primary	fibroblast_CAF	MARCKS	KO	cytotoxic_TNK	7	0	0.646815944132342	0.0635891152345468	1.90695756510919e-13
GSE155698_primary	fibroblast_CAF	MARCKS	KO	T_exhaustion	7	0	1.4766140784702	0.00615124063804037	1.90695756510919e-13
GSE155698_primary	fibroblast_CAF	MARCKS	KO	TNF_NFkB	7	0	0.869247953015958	0.00666947591406165	1.90695756510919e-13
GSE155698_primary	fibroblast_CAF	MARCKS	KO	angiogenesis	6	0	0.490600785917038	0.0050125846187718	1.63453505580787e-13
GSE155698_primary	fibroblast_CAF	MARCKS	KO	TGFb_fibrosis	10	1	0.941029496404007	2.48826524662683	2.87768374271827
GSE155698_primary	fibroblast_CAF	MARCKS	OE	endothelial	9	0	1.08464639594371	0.0315802981733562	5.64131567933673e-15
GSE155698_primary	fibroblast_CAF	MARCKS	OE	CAF_ECM	8	1	0.949296410665105	5.39422728321595	3.9998099409277
GSE155698_primary	fibroblast_CAF	MARCKS	OE	myeloid_inflammation	10	0	1.06471540803884	0.000592473876382443	6.26812853259637e-15
GSE155698_primary	fibroblast_CAF	MARCKS	OE	cytotoxic_TNK	7	0	1.07583774893312	2.40743230363706e-05	4.38768997281746e-15
GSE155698_primary	fibroblast_CAF	MARCKS	OE	T_exhaustion	7	0	1.18341943879365	4.53584150970979e-28	4.38768997281746e-15
GSE155698_primary	fibroblast_CAF	MARCKS	OE	TNF_NFkB	7	0	1.09589972541843	0.000321579839909869	4.38768997281746e-15
GSE155698_primary	fibroblast_CAF	MARCKS	OE	angiogenesis	6	0	1.17916205198688	5.95344930067342e-28	3.76087711955782e-15
GSE155698_primary	fibroblast_CAF	MARCKS	OE	TGFb_fibrosis	10	1	1.13487931231829	2.6821305303409	3.01677385261109
GSE155698_primary	fibroblast_CAF	TACC1	KO	endothelial	9	1	1.05191389036203	2.78987815025934	2.01187818234203
GSE155698_primary	fibroblast_CAF	TACC1	KO	CAF_ECM	8	0	0.354329781236222	0.865931659456664	0.63403080045107
GSE155698_primary	fibroblast_CAF	TACC1	KO	myeloid_inflammation	10	0	1.13371580104595	0.0755325346393858	1.47397453262695e-12
GSE155698_primary	fibroblast_CAF	TACC1	KO	cytotoxic_TNK	7	0	1.02122426576542	1.29478870371842	1.03178217283886e-12
GSE155698_primary	fibroblast_CAF	TACC1	KO	T_exhaustion	7	0	1.59255816563781	0.284336012860379	1.03178217283886e-12
GSE155698_primary	fibroblast_CAF	TACC1	KO	TNF_NFkB	7	0	1.0640274548498	0.0783247209607211	1.03178217283886e-12
GSE155698_primary	fibroblast_CAF	TACC1	KO	angiogenesis	6	0	1.05480596739425	1.43994984035858	0.196886496784919
GSE155698_primary	fibroblast_CAF	TACC1	KO	TGFb_fibrosis	10	0	0.705806305459092	0.988283823001936	0.634030800451364
GSE155698_primary	fibroblast_CAF	TACC1	OE	endothelial	9	0	1.08974392433521	0.0523592205259883	1.1109052414694e-13
GSE155698_primary	fibroblast_CAF	TACC1	OE	CAF_ECM	8	1	0.961087359490032	4.76676815264877	3.86025857114014
GSE155698_primary	fibroblast_CAF	TACC1	OE	myeloid_inflammation	10	0	1.018275400785	9.7912321444846e-06	1.23433915718822e-13
GSE155698_primary	fibroblast_CAF	TACC1	OE	cytotoxic_TNK	7	0	1.0737326883923	7.79542984900187e-05	8.64037410031757e-14
GSE155698_primary	fibroblast_CAF	TACC1	OE	T_exhaustion	7	0	1.16470419388365	3.38684497603745e-27	8.64037410031757e-14
GSE155698_primary	fibroblast_CAF	TACC1	OE	TNF_NFkB	7	0	1.09416784121973	0.00124427359278458	8.64037410031757e-14
GSE155698_primary	fibroblast_CAF	TACC1	OE	angiogenesis	6	0	1.16385399888968	3.36326290227089e-27	7.40603494312935e-14
GSE155698_primary	fibroblast_CAF	TACC1	OE	TGFb_fibrosis	10	1	1.11526038859308	2.35768034191623	2.97603233327192
GSE155698_primary	myeloid	EPAS1	KO	endothelial	9	1	1.31126760871855	435.095674005811	16.0000000000037
GSE155698_primary	myeloid	EPAS1	KO	CAF_ECM	8	0	0.939712939652976	0.948221684778755	0.475155229786668
GSE155698_primary	myeloid	EPAS1	KO	myeloid_inflammation	10	1	0.930689307731159	2.12780856570631	2.41334440525563
GSE155698_primary	myeloid	EPAS1	KO	cytotoxic_TNK	7	0	1.12318387098273	1.60139841559042	1.27958141669396
GSE155698_primary	myeloid	EPAS1	KO	T_exhaustion	7	0	1.18978396623646	0.34742296759125	3.26275376671147e-12
GSE155698_primary	myeloid	EPAS1	KO	TNF_NFkB	7	0	0.677035504744578	0.550169814992086	3.26275376671147e-12
GSE155698_primary	myeloid	EPAS1	KO	angiogenesis	6	1	1.2217421109984	652.644163403366	16.0000000000023
GSE155698_primary	myeloid	EPAS1	KO	TGFb_fibrosis	10	0	0.722825307513946	0.577924078942474	0.650515178468853
GSE155698_primary	myeloid	EPAS1	OE	endothelial	9	1	1.08337888450795	3.62273149967691	5.67158553171561
GSE155698_primary	myeloid	EPAS1	OE	CAF_ECM	8	0	1.05536513940156	0.0500174729089788	6.63457296988668e-14
GSE155698_primary	myeloid	EPAS1	OE	myeloid_inflammation	10	0	0.929476080304388	1.6290392172366	8.29321621235835e-14
GSE155698_primary	myeloid	EPAS1	OE	cytotoxic_TNK	7	0	1.08636156135266	0.0950198886665362	5.80525134865084e-14
GSE155698_primary	myeloid	EPAS1	OE	T_exhaustion	7	0	1.01300875076441	0.304517643634455	5.80525134865084e-14
GSE155698_primary	myeloid	EPAS1	OE	TNF_NFkB	7	0	0.980079243492945	0.137227055131558	5.80525134865084e-14
GSE155698_primary	myeloid	EPAS1	OE	angiogenesis	6	1	1.03979236863434	5.52789685578528	5.67158553171559
GSE155698_primary	myeloid	EPAS1	OE	TGFb_fibrosis	10	0	1.07098661783975	0.0595476168345872	8.29321621235835e-14
GSE155698_primary	myeloid	HERPUD1	KO	endothelial	9	0	1.08357519250359	9.37363046046074e-05	1.59215286365313e-12
GSE155698_primary	myeloid	HERPUD1	KO	CAF_ECM	8	0	0.867781026988541	0.0627239188553729	1.41524698991389e-12
GSE155698_primary	myeloid	HERPUD1	KO	myeloid_inflammation	10	1	0.942130428412586	3.10478477556068	2.69233871315009
GSE155698_primary	myeloid	HERPUD1	KO	cytotoxic_TNK	7	0	0.901501252679218	0.00115099464196558	1.23834111617466e-12
GSE155698_primary	myeloid	HERPUD1	KO	T_exhaustion	7	0	1.15819177612335	0.474802865007674	0.0995941532179856
GSE155698_primary	myeloid	HERPUD1	KO	TNF_NFkB	7	0	0.755333380314863	0.169322465031653	1.23834111617466e-12
GSE155698_primary	myeloid	HERPUD1	KO	angiogenesis	6	1	0.979401229682557	1.67338393206372	1.35228054527474
GSE155698_primary	myeloid	HERPUD1	KO	TGFb_fibrosis	10	0	0.747986829104513	0.949498170679384	0.554368341727432
GSE155698_primary	myeloid	HERPUD1	OE	endothelial	9	0	1.0894443356824	0.000442797354656661	5.64131567933673e-15
GSE155698_primary	myeloid	HERPUD1	OE	CAF_ECM	8	0	0.975273360093551	0.000487016666939526	5.0145028260771e-15
GSE155698_primary	myeloid	HERPUD1	OE	myeloid_inflammation	10	0	0.774573412165867	0.0366133150182175	6.26812853259637e-15
GSE155698_primary	myeloid	HERPUD1	OE	cytotoxic_TNK	7	0	1.11536522377338	0.00157191013771718	4.38768997281746e-15
GSE155698_primary	myeloid	HERPUD1	OE	T_exhaustion	7	0	0.969960161910741	0.00334121008395723	4.38768997281746e-15
GSE155698_primary	myeloid	HERPUD1	OE	TNF_NFkB	7	0	1.01947752176435	0.0590484009932131	4.38768997281746e-15
GSE155698_primary	myeloid	HERPUD1	OE	angiogenesis	6	0	0.970723614546434	0.00317177541403169	3.76087711955782e-15
GSE155698_primary	myeloid	HERPUD1	OE	TGFb_fibrosis	10	0	0.887188655771114	0.00848749546266591	6.26812853259637e-15
GSE155698_primary	myeloid	MARCKS	KO	endothelial	9	0	1.24342602822514	0.715533353322236	0.589853789202441
GSE155698_primary	myeloid	MARCKS	KO	CAF_ECM	8	0	0.961455683578701	0.818120929658963	0.296279328777369
GSE155698_primary	myeloid	MARCKS	KO	myeloid_inflammation	10	1	0.881410754929261	2.09001209381479	2.13237025743957
GSE155698_primary	myeloid	MARCKS	KO	cytotoxic_TNK	7	0	1.0980476234056	1.40548026739606	1.02035674803237
GSE155698_primary	myeloid	MARCKS	KO	T_exhaustion	7	0	1.16131791817785	0.472181374985857	0.174080066512738
GSE155698_primary	myeloid	MARCKS	KO	TNF_NFkB	7	0	0.78282680536926	0.429076458078794	1.29335599814154e-12
GSE155698_primary	myeloid	MARCKS	KO	angiogenesis	6	0	1.15771991978299	1.17389609825036	0.589853789201887
GSE155698_primary	myeloid	MARCKS	KO	TGFb_fibrosis	10	0	0.727782060706466	0.738252074989952	0.898337140553782
GSE155698_primary	myeloid	MARCKS	OE	endothelial	9	0	1.06470643418182	0.00059726418237839	9.98078927882653e-15
GSE155698_primary	myeloid	MARCKS	OE	CAF_ECM	8	0	0.978183861970609	0.000384079256618366	8.87181269229025e-15
GSE155698_primary	myeloid	MARCKS	OE	myeloid_inflammation	10	0	0.814843030660016	0.0349419738892775	1.10897658653628e-14
GSE155698_primary	myeloid	MARCKS	OE	cytotoxic_TNK	7	0	1.09871033508571	0.0014901888844083	7.76283610575397e-15
GSE155698_primary	myeloid	MARCKS	OE	T_exhaustion	7	0	1.04682502816388	0.00296258406007526	7.76283610575397e-15
GSE155698_primary	myeloid	MARCKS	OE	TNF_NFkB	7	0	1.01662674800107	0.0641979585492809	7.76283610575397e-15
GSE155698_primary	myeloid	MARCKS	OE	angiogenesis	6	0	0.966349925644639	0.00326590957639909	6.65385951921769e-15
GSE155698_primary	myeloid	MARCKS	OE	TGFb_fibrosis	10	0	0.913385838257047	0.00855905534838098	1.10897658653628e-14
GSE155698_primary	myeloid	TACC1	KO	endothelial	9	0	1.21839800653404	0.636583508718722	0.437874479560963
