drug	n	repetitions	median_elastic_net_R2	R2_2.5pct	R2_97.5pct	median_baseline_R2	median_elastic_net_RMSE	median_baseline_RMSE	median_spearman_rho	proportion_R2_above_zero	model_decision
triclabendazole_logFC	33	100	-0.0553766550048894	-0.160452975154249	-0.0094974827631719	-0.0553766550048894	0.528465161541794	0.528465161541794	-0.273969442909603	0	do_not_retain
Y39983_logFC	36	100	-0.0563457462238393	-0.16146422081203	-0.0083052662766773	-0.0563457462238391	0.468589798878125	0.468589798878125	-0.297789351502691	0	do_not_retain
