source_table	program	before	after	delta	proxy	dataset	cell_type	target	n_cells	n_genes	perturbation	n_sig_fdr	n_program_genes	mean_abs_Z	mean_FC	network_score
network_summary	angiogenesis					GSE154778_primary	myeloid	EPAS1			KO	1	7.0	1.48307510563376	3.07863428851999	3.4600515831197
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	EPAS1			KO	0	10.0	0.912138948856648	0.0038012379001031	0.0003055607709338
network_summary	endothelial					GSE154778_primary	myeloid	EPAS1			OE	1	10.0	1.21850295450091	6.06465697870856	11.9325896727284
network_summary	CAF_ECM					GSE154778_primary	myeloid	EPAS1			OE	0	8.0	1.17022680967109	0.393612215489928	1.80907832725401e-13
network_summary	myeloid_inflammation					GSE154778_primary	myeloid	EPAS1			OE	0	10.0	0.995566880090633	0.28099085752157	2.26134790906752e-13
network_summary	cytotoxic_TNK					GSE154778_primary	myeloid	EPAS1			OE	0	7.0	1.13443461700773	0.0002271097425981	1.58294353634726e-13
network_summary	T_exhaustion					GSE154778_primary	myeloid	EPAS1			OE	0	7.0	1.22782874094494	2.29839249905565e-26	1.58294353634726e-13
network_summary	TNF_NFkB					GSE154778_primary	myeloid	EPAS1			OE	0	8.0	0.97579046797643	0.0354759243152013	1.80907832725401e-13
network_summary	angiogenesis					GSE154778_primary	myeloid	EPAS1			OE	1	7.0	1.16232174724931	8.6693385816596	11.9325896727283
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	EPAS1			OE	0	10.0	1.13151544911629	0.218409421233847	2.26134790906752e-13
network_summary	endothelial					GSE154778_primary	myeloid	HERPUD1			KO	0	10.0	1.42308024448554	0.002927454562828	2.93718234918865e-10
network_summary	CAF_ECM					GSE154778_primary	myeloid	HERPUD1			KO	0	8.0	0.492729605752043	0.0026535583263115	2.34974587935092e-10
network_summary	myeloid_inflammation					GSE154778_primary	myeloid	HERPUD1			KO	0	10.0	0.645005096781921	1.16440673691904	1.3316734925813
network_summary	cytotoxic_TNK					GSE154778_primary	myeloid	HERPUD1			KO	0	7.0	1.19112220492923	0.0708897800817611	2.05602764443206e-10
network_summary	T_exhaustion					GSE154778_primary	myeloid	HERPUD1			KO	0	7.0	1.34523281396598	0.0786706901436069	2.05602764443206e-10
network_summary	TNF_NFkB					GSE154778_primary	myeloid	HERPUD1			KO	0	8.0	1.08505192915038	2.94206006608594	2.60928301881486
network_summary	angiogenesis					GSE154778_primary	myeloid	HERPUD1			KO	0	7.0	1.40688658721408	0.209834198956583	2.05602764443206e-10
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	HERPUD1			KO	0	10.0	0.914250583927271	0.001322861920018	2.93718234918865e-10
network_summary	endothelial					GSE154778_primary	myeloid	HERPUD1			OE	0	10.0	1.25096732498394	1.7287666884666001e-25	3.90070460220822e-13
network_summary	CAF_ECM					GSE154778_primary	myeloid	HERPUD1			OE	0	8.0	1.10181223693735	0.433610887593639	0.0951800978538725
network_summary	myeloid_inflammation					GSE154778_primary	myeloid	HERPUD1			OE	0	10.0	0.966293379142157	0.557878176883764	0.132592468094226
network_summary	cytotoxic_TNK					GSE154778_primary	myeloid	HERPUD1			OE	0	7.0	1.14067266497989	9.69028637070697e-05	2.73049322154575e-13
network_summary	T_exhaustion					GSE154778_primary	myeloid	HERPUD1			OE	0	7.0	1.24896175734448	1.8707094082577602e-25	2.73049322154575e-13
network_summary	TNF_NFkB					GSE154778_primary	myeloid	HERPUD1			OE	0	8.0	0.998800739740303	0.192667315198305	3.1205636817665797e-13
network_summary	angiogenesis					GSE154778_primary	myeloid	HERPUD1			OE	0	7.0	1.16481266198924	0.0037995675831276	2.73049322154575e-13
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	HERPUD1			OE	0	10.0	1.14618753092503	0.372695236362251	0.0951800978539505
network_summary	endothelial					GSE154778_primary	myeloid	MARCKS			KO	0	10.0	1.40213207281781	0.0015653637816907	1.61118015653313e-08
network_summary	CAF_ECM					GSE154778_primary	myeloid	MARCKS			KO	0	8.0	0.399882162366165	0.142200304463759	1.2889441252265e-08
network_summary	myeloid_inflammation					GSE154778_primary	myeloid	MARCKS			KO	0	10.0	0.673383930205939	0.865763330867612	0.522506211729646
network_summary	cytotoxic_TNK					GSE154778_primary	myeloid	MARCKS			KO	0	7.0	1.18174326207981	0.04148450852158	1.12782610957319e-08
network_summary	T_exhaustion					GSE154778_primary	myeloid	MARCKS			KO	0	7.0	1.36719996953134	0.0616296737313408	1.12782610957319e-08
network_summary	TNF_NFkB					GSE154778_primary	myeloid	MARCKS			KO	2	8.0	1.27443774900686	4.69426080904332	4.35422953992144
network_summary	angiogenesis					GSE154778_primary	myeloid	MARCKS			KO	0	7.0	1.36424987117598	0.122222497789266	1.12782610957319e-08
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	MARCKS			KO	0	10.0	0.995577071040767	0.118084460309189	1.61118015653313e-08
network_summary	endothelial					GSE154778_primary	myeloid	MARCKS			OE	0	10.0	1.26057419533175	1.43191325140483e-26	2.12152042641724e-14
network_summary	CAF_ECM					GSE154778_primary	myeloid	MARCKS			OE	0	8.0	1.07156704550042	0.482862935631251	1.69721634113379e-14
network_summary	myeloid_inflammation					GSE154778_primary	myeloid	MARCKS			OE	0	10.0	0.943659973819218	0.38990224306326	2.12152042641724e-14
network_summary	cytotoxic_TNK					GSE154778_primary	myeloid	MARCKS			OE	0	7.0	1.15354384249005	4.00407355090687e-05	1.4850642984920702e-14
network_summary	T_exhaustion					GSE154778_primary	myeloid	MARCKS			OE	0	7.0	1.28116011950234	8.6394080193114e-27	1.4850642984920702e-14
network_summary	TNF_NFkB					GSE154778_primary	myeloid	MARCKS			OE	0	8.0	0.950737185810386	0.0105780526279017	1.69721634113379e-14
network_summary	angiogenesis					GSE154778_primary	myeloid	MARCKS			OE	0	7.0	1.17930090645503	0.0030377078653023	1.4850642984920702e-14
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	MARCKS			OE	0	10.0	1.14755888998551	0.355393238064291	2.12152042641724e-14
network_summary	endothelial					GSE154778_primary	myeloid	TACC1			KO	0	10.0	1.32471672706489	0.0001839183320413	7.04522700045245e-10
network_summary	CAF_ECM					GSE154778_primary	myeloid	TACC1			KO	0	8.0	0.496203543652824	0.50603153986123	0.191212015716672
network_summary	myeloid_inflammation					GSE154778_primary	myeloid	TACC1			KO	0	10.0	0.719125967342929	0.701045899806409	0.154656572254334
network_summary	cytotoxic_TNK					GSE154778_primary	myeloid	TACC1			KO	0	7.0	1.21830676559294	0.0071019851615997	4.93165890031671e-10
network_summary	T_exhaustion					GSE154778_primary	myeloid	TACC1			KO	0	7.0	1.29323753998179	0.0132097075906814	4.93165890031671e-10
network_summary	TNF_NFkB					GSE154778_primary	myeloid	TACC1			KO	1	8.0	1.38326347006835	5.83514357547081	5.46228368343697
network_summary	angiogenesis					GSE154778_primary	myeloid	TACC1			KO	0	7.0	1.27546147398455	0.020617536689768	4.93165890031671e-10
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	TACC1			KO	0	10.0	1.06736607949608	0.424306680757565	0.191212015857576
network_summary	endothelial					GSE154778_primary	myeloid	TACC1			OE	0	10.0	1.24070051625836	1.1565996793659001e-26	4.5805554661281405e-14
network_summary	CAF_ECM					GSE154778_primary	myeloid	TACC1			OE	0	8.0	1.11742077173375	0.338200890235698	3.66444437290251e-14
network_summary	myeloid_inflammation					GSE154778_primary	myeloid	TACC1			OE	0	10.0	0.953256943549483	0.712798806643831	0.266432642659851
network_summary	cytotoxic_TNK					GSE154778_primary	myeloid	TACC1			OE	0	7.0	1.14172493160882	0.0001665016353541	3.2063888262897e-14
network_summary	T_exhaustion					GSE154778_primary	myeloid	TACC1			OE	0	7.0	1.24022626326757	1.1137618728351001e-26	3.2063888262897e-14
network_summary	TNF_NFkB					GSE154778_primary	myeloid	TACC1			OE	0	8.0	1.03576136409632	0.201587208477435	3.66444437290251e-14
network_summary	angiogenesis					GSE154778_primary	myeloid	TACC1			OE	0	7.0	1.15519302080672	0.0040141276617074	3.2063888262897e-14
network_summary	TGFb_fibrosis					GSE154778_primary	myeloid	TACC1			OE	0	10.0	1.13139833514086	0.216750098710043	4.5805554661281405e-14
network_summary	endothelial					GSE155698_primary	T_NK	EPAS1			KO	1	9.0	1.8875997565022	444.258995797655	16.0000000000006
network_summary	CAF_ECM					GSE155698_primary	T_NK	EPAS1			KO	0	8.0	1.34836373993663	0.0263496991007551	5.95568643343361e-13
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	EPAS1			KO	0	10.0	1.37995770096938	0.0594829118490635	7.44460804179201e-13
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	EPAS1			KO	0	7.0	0.564355116518618	1.35383755195629	0.916873934099342
network_summary	T_exhaustion					GSE155698_primary	T_NK	EPAS1			KO	0	7.0	0.403840057127627	0.119998861384434	5.21122562925441e-13
network_summary	TNF_NFkB					GSE155698_primary	T_NK	EPAS1			KO	0	7.0	0.733165397959991	0.188545438814428	5.21122562925441e-13
network_summary	angiogenesis					GSE155698_primary	T_NK	EPAS1			KO	1	6.0	1.93599189655419	666.388493696483	16.0000000000004
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	EPAS1			KO	0	10.0	1.24511454265672	0.0427202042935528	7.44460804179201e-13
network_summary	endothelial					GSE155698_primary	T_NK	EPAS1			OE	0	9.0	1.32870953909783	1.0249059218260201e-23	6.20544724727045e-14
network_summary	CAF_ECM					GSE155698_primary	T_NK	EPAS1			OE	0	8.0	1.28070325898309	0.128019438471346	5.5159531086848503e-14
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	EPAS1			OE	0	10.0	1.16160956935348	0.34368923793647	0.049278552933755
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	EPAS1			OE	0	7.0	0.807777984720071	1.78103233313852	0.47179999194278
network_summary	T_exhaustion					GSE155698_primary	T_NK	EPAS1			OE	0	7.0	0.994747822333375	0.0795704867268161	4.8264589700992404e-14
network_summary	TNF_NFkB					GSE155698_primary	T_NK	EPAS1			OE	0	7.0	1.17679165052319	0.287946489536359	0.0492785529337343
network_summary	angiogenesis					GSE155698_primary	T_NK	EPAS1			OE	0	6.0	1.21229133476562	0.0158228096761261	4.1369648315136305e-14
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	EPAS1			OE	0	10.0	1.19875470019151	0.0403474203677045	6.89494138585606e-14
network_summary	endothelial					GSE155698_primary	T_NK	HERPUD1			KO	0	9.0	1.68102862025059	0.0835988095017282	4.35769938861008e-12
network_summary	CAF_ECM					GSE155698_primary	T_NK	HERPUD1			KO	0	8.0	1.25600345085313	0.0007371931333905	3.8735105676533995e-12
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	HERPUD1			KO	0	10.0	1.32790219269527	0.0151416051582938	4.84188820956675e-12
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	HERPUD1			KO	0	7.0	0.616780456240865	0.658058774982066	3.38932174669673e-12
network_summary	T_exhaustion					GSE155698_primary	T_NK	HERPUD1			KO	0	7.0	0.377212560100718	0.0746649572193438	3.38932174669673e-12
network_summary	TNF_NFkB					GSE155698_primary	T_NK	HERPUD1			KO	0	7.0	0.708861002108282	0.326874583099108	3.38932174669673e-12
network_summary	angiogenesis					GSE155698_primary	T_NK	HERPUD1			KO	0	6.0	1.61860009141907	0.125398214252592	2.90513292574005e-12
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	HERPUD1			KO	0	10.0	1.17989850032398	0.0191217214008675	4.84188820956675e-12
network_summary	endothelial					GSE155698_primary	T_NK	HERPUD1			OE	0	9.0	1.39872684842489	5.37755338736895e-25	3.25026572601799e-13
network_summary	CAF_ECM					GSE155698_primary	T_NK	HERPUD1			OE	0	8.0	1.32001515552846	0.0508306540069385	2.88912508979377e-13
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	HERPUD1			OE	0	10.0	1.20731370783122	0.368849256839374	0.144959765026362
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	HERPUD1			OE	0	7.0	0.738255048254888	1.30211427020101	0.211325816017683
network_summary	T_exhaustion					GSE155698_primary	T_NK	HERPUD1			OE	0	7.0	0.992877796190004	0.0136645287728686	2.52798445356955e-13
network_summary	TNF_NFkB					GSE155698_primary	T_NK	HERPUD1			OE	0	7.0	1.21297248231091	0.334380136886	0.0934784005864947
network_summary	angiogenesis					GSE155698_primary	T_NK	HERPUD1			OE	0	6.0	1.25064923006161	0.0081372134618081	2.16684381734533e-13
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	HERPUD1			OE	0	10.0	1.24822962937505	0.0272286146751093	3.61140636224221e-13
network_summary	endothelial					GSE155698_primary	T_NK	MARCKS			KO	0	9.0	1.67623986149854	0.159762524324526	3.30494309337282e-12
network_summary	CAF_ECM					GSE155698_primary	T_NK	MARCKS			KO	0	8.0	1.33798833687013	0.0607314896799234	2.9377271941091798e-12
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	MARCKS			KO	0	10.0	1.4166727715745	0.285248961163299	3.67215899263647e-12
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	MARCKS			KO	0	7.0	0.876405058257715	3.51305590705659	1.85715071789289
network_summary	T_exhaustion					GSE155698_primary	T_NK	MARCKS			KO	0	7.0	0.430374857675322	0.125244573860902	2.57051129484553e-12
network_summary	TNF_NFkB					GSE155698_primary	T_NK	MARCKS			KO	0	7.0	0.720913882710556	0.211253317215244	2.57051129484553e-12
network_summary	angiogenesis					GSE155698_primary	T_NK	MARCKS			KO	0	6.0	1.62278313425416	0.239643786486789	2.20329539558188e-12
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	MARCKS			KO	0	10.0	1.26107567163165	0.0916603544941218	3.67215899263647e-12
network_summary	endothelial					GSE155698_primary	T_NK	MARCKS			OE	0	9.0	1.38959232726716	1.12923165817843e-23	7.637473535102111e-14
network_summary	CAF_ECM					GSE155698_primary	T_NK	MARCKS			OE	0	8.0	1.31685592310731	0.0527884449026342	6.78886536453521e-14
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	MARCKS			OE	0	10.0	1.20019666017733	0.245958693735841	0.0430573796835407
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	MARCKS			OE	0	7.0	0.752499751935333	1.14584738535394	0.120509140571722
network_summary	T_exhaustion					GSE155698_primary	T_NK	MARCKS			OE	0	7.0	0.971475533334032	0.0133270734769996	5.94025719396831e-14
network_summary	TNF_NFkB					GSE155698_primary	T_NK	MARCKS			OE	0	7.0	1.21020208065457	0.241927633292872	0.0430573796835152
network_summary	angiogenesis					GSE155698_primary	T_NK	MARCKS			OE	0	6.0	1.24398226634954	0.0079118045177474	5.0916490234014104e-14
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	MARCKS			OE	0	10.0	1.24097390349913	0.0197050839942236	8.486081705669011e-14
network_summary	endothelial					GSE155698_primary	T_NK	TACC1			KO	0	9.0	0.548710632285604	0.329339017660514	0.264588082328401
network_summary	CAF_ECM					GSE155698_primary	T_NK	TACC1			KO	0	8.0	0.258006110090171	0.322664397441308	0.235189406514135
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	TACC1			KO	0	10.0	0.821534949867571	0.31711716172584	0.293986758142668
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	TACC1			KO	0	7.0	1.04505287634232	2.04127727396592	0.704439820925816
network_summary	T_exhaustion					GSE155698_primary	T_NK	TACC1			KO	0	7.0	0.535240808984781	0.173176220878085	0.205790730699868
network_summary	TNF_NFkB					GSE155698_primary	T_NK	TACC1			KO	0	7.0	1.19714548048265	0.122205067146416	0.184875401029966
network_summary	angiogenesis					GSE155698_primary	T_NK	TACC1			KO	0	6.0	0.541795403417124	0.374685337026156	0.176392054885601
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	TACC1			KO	0	10.0	0.506284543911551	0.193706208615111	0.293986758142668
network_summary	endothelial					GSE155698_primary	T_NK	TACC1			OE	0	9.0	1.35348576554383	4.64129632248571e-24	5.98847356729596e-14
network_summary	CAF_ECM					GSE155698_primary	T_NK	TACC1			OE	0	8.0	1.29293868471502	0.0792892359934914	5.32308761537419e-14
network_summary	myeloid_inflammation					GSE155698_primary	T_NK	TACC1			OE	0	10.0	1.18059069526411	0.258532863304659	0.0118301800189181
network_summary	cytotoxic_TNK					GSE155698_primary	T_NK	TACC1			OE	0	7.0	0.772685744215971	1.44967311283377	0.330046458147185
network_summary	T_exhaustion					GSE155698_primary	T_NK	TACC1			OE	0	7.0	1.00611360855335	0.0341847793010372	4.65770166345241e-14
network_summary	TNF_NFkB					GSE155698_primary	T_NK	TACC1			OE	0	7.0	1.19616747811724	0.348339262516595	0.117482111902297
network_summary	angiogenesis					GSE155698_primary	T_NK	TACC1			OE	0	6.0	1.22375944075909	0.0110708226846455	3.99231571153064e-14
network_summary	TGFb_fibrosis					GSE155698_primary	T_NK	TACC1			OE	0	10.0	1.21915091382667	0.0271860636562104	6.65385951921773e-14
network_summary	endothelial					GSE155698_primary	endothelial	EPAS1			KO	1	9.0	1.07697831290838	426.956048891091	16.8628708196127
network_summary	CAF_ECM					GSE155698_primary	endothelial	EPAS1			KO	0	8.0	0.547358036320066	0.089249121591886	7.35666137684951e-12
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	EPAS1			KO	0	10.0	1.08327189438272	1.60028868789936	0.513232093696962
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	EPAS1			KO	0	7.0	1.48310854877228	0.0001433118620533	6.43707870474332e-12
network_summary	T_exhaustion					GSE155698_primary	endothelial	EPAS1			KO	0	7.0	1.46810050144516	0.323869459293261	0.0413476420447842
network_summary	TNF_NFkB					GSE155698_primary	endothelial	EPAS1			KO	0	7.0	0.971193197046431	0.292758306470688	6.43707870474332e-12
network_summary	angiogenesis					GSE155698_primary	endothelial	EPAS1			KO	1	6.0	1.30470128657375	640.764168031129	16.8889474959677
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	EPAS1			KO	0	10.0	0.665146584624722	0.215025935451631	9.195826721061879e-12
network_summary	endothelial					GSE155698_primary	endothelial	EPAS1			OE	1	9.0	0.700523631934205	3.4713056001092	5.63625591120697
network_summary	CAF_ECM					GSE155698_primary	endothelial	EPAS1			OE	0	8.0	1.49241592620685	0.0403300304297786	1.27676956571658e-13
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	EPAS1			OE	0	10.0	0.954749004191864	0.0009896928433998	1.59596195714572e-13
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	EPAS1			OE	0	7.0	1.43403761390335	0.0026904407513478	1.1171733700019999e-13
network_summary	T_exhaustion					GSE155698_primary	endothelial	EPAS1			OE	0	7.0	1.57873838020808	2.59446085913787e-27	1.1171733700019999e-13
network_summary	TNF_NFkB					GSE155698_primary	endothelial	EPAS1			OE	0	7.0	0.84959798306702	0.0012216702576514	1.1171733700019999e-13
network_summary	angiogenesis					GSE155698_primary	endothelial	EPAS1			OE	1	6.0	0.885203285426055	5.18937013787087	5.63625591120692
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	EPAS1			OE	0	10.0	1.48246105601929	0.0031569192252927	1.59596195714572e-13
network_summary	endothelial					GSE155698_primary	endothelial	HERPUD1			KO	0	9.0	0.83297432770652	0.361957314778181	1.83689917466446e-12
network_summary	CAF_ECM					GSE155698_primary	endothelial	HERPUD1			KO	0	8.0	0.39495668476491	0.0025718632376547	1.63279926636841e-12
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	HERPUD1			KO	0	10.0	1.19127800714422	2.06322255387071	0.628646272381863
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	HERPUD1			KO	0	7.0	1.48193369751902	0.0002069037306286	1.4286993580723599e-12
network_summary	T_exhaustion					GSE155698_primary	endothelial	HERPUD1			KO	0	7.0	1.43815788039521	0.346319890953222	1.4286993580723599e-12
network_summary	TNF_NFkB					GSE155698_primary	endothelial	HERPUD1			KO	0	7.0	0.66355507429477	0.0032401252868552	1.4286993580723599e-12
network_summary	angiogenesis					GSE155698_primary	endothelial	HERPUD1			KO	0	6.0	0.940903302427994	0.910956042004982	1.22459944977631e-12
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	HERPUD1			KO	0	10.0	0.618924946951102	0.231599708628053	2.0409990829605097e-12
network_summary	endothelial					GSE155698_primary	endothelial	HERPUD1			OE	0	9.0	0.730208044232105	0.0853178286649296	1.15777155634405e-12
network_summary	CAF_ECM					GSE155698_primary	endothelial	HERPUD1			OE	0	8.0	1.42526802433999	0.0372861102395743	1.0291302723058199e-12
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	HERPUD1			OE	0	10.0	0.962473665876359	0.0018280720810544	1.28641284038228e-12
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	HERPUD1			OE	0	7.0	1.36712552531788	0.0021726710587947	9.00488988267593e-13
network_summary	T_exhaustion					GSE155698_primary	endothelial	HERPUD1			OE	0	7.0	1.49906538482088	1.67960560608833e-25	9.00488988267593e-13
network_summary	TNF_NFkB					GSE155698_primary	endothelial	HERPUD1			OE	0	7.0	0.789775901581328	0.0009622931194632	9.00488988267593e-13
network_summary	angiogenesis					GSE155698_primary	endothelial	HERPUD1			OE	0	6.0	0.685733059484186	0.0894174056971414	7.71847704229365e-13
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	HERPUD1			OE	0	10.0	1.41938315221543	0.0048832691062167	1.28641284038228e-12
network_summary	endothelial					GSE155698_primary	endothelial	MARCKS			KO	0	9.0	0.785467977122996	0.347253998304002	3.64199000786077e-11
network_summary	CAF_ECM					GSE155698_primary	endothelial	MARCKS			KO	0	8.0	0.658552992631376	0.0560984491978706	3.23732445143179e-11
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	MARCKS			KO	0	10.0	0.589165912213541	0.104373178995046	4.04665556428974e-11
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	MARCKS			KO	0	7.0	1.53887569720714	0.0109630706898017	2.8326588950028196e-11
network_summary	T_exhaustion					GSE155698_primary	endothelial	MARCKS			KO	0	7.0	1.29930737180727	0.0027441543520343	2.8326588950028196e-11
network_summary	TNF_NFkB					GSE155698_primary	endothelial	MARCKS			KO	0	7.0	1.071384543326	0.463445103983394	2.8326588950028196e-11
network_summary	angiogenesis					GSE155698_primary	endothelial	MARCKS			KO	0	6.0	0.790821965877161	0.497920524025835	2.4279933385738398e-11
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	MARCKS			KO	0	10.0	0.606141183584889	0.117399035714316	4.04665556428974e-11
network_summary	endothelial					GSE155698_primary	endothelial	MARCKS			OE	0	9.0	0.626645247332872	0.0544063955886414	3.03763151964287e-14
network_summary	CAF_ECM					GSE155698_primary	endothelial	MARCKS			OE	0	8.0	1.47556849942292	0.0283053653511377	2.70011690634921e-14
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	MARCKS			OE	0	10.0	0.960001516817085	0.0010372391739446	3.37514613293652e-14
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	MARCKS			OE	0	7.0	1.42528904597599	0.0029806027444674	2.3626022930555602e-14
network_summary	T_exhaustion					GSE155698_primary	endothelial	MARCKS			OE	0	7.0	1.56410975062952	2.9085941028228e-28	2.3626022930555602e-14
network_summary	TNF_NFkB					GSE155698_primary	endothelial	MARCKS			OE	0	7.0	0.851806200885627	0.0011988167904771	2.3626022930555602e-14
network_summary	angiogenesis					GSE155698_primary	endothelial	MARCKS			OE	0	6.0	0.719156225421599	0.0584506954350974	2.02508767976191e-14
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	MARCKS			OE	0	10.0	1.46946115602938	0.0024124214101316	3.37514613293652e-14
network_summary	endothelial					GSE155698_primary	endothelial	TACC1			KO	0	9.0	0.834163670087377	0.104925892172214	4.12987702463662e-12
network_summary	CAF_ECM					GSE155698_primary	endothelial	TACC1			KO	0	8.0	0.574367664877311	0.163667188083939	3.6710017996769894e-12
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	TACC1			KO	0	10.0	0.941112511580454	0.433707986730608	0.107745599498483
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	TACC1			KO	0	7.0	1.46314369591065	4.34255645814666e-06	3.21212657471737e-12
network_summary	T_exhaustion					GSE155698_primary	endothelial	TACC1			KO	0	7.0	1.34514898130912	0.0243153881498277	3.21212657471737e-12
network_summary	TNF_NFkB					GSE155698_primary	endothelial	TACC1			KO	0	7.0	1.11104864099758	0.64933367058337	0.0627086293157557
network_summary	angiogenesis					GSE155698_primary	endothelial	TACC1			KO	0	6.0	0.85459960797977	0.158370852480307	2.75325134975774e-12
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	TACC1			KO	0	10.0	0.704897898670587	0.068983104326231	4.58875224959624e-12
network_summary	endothelial					GSE155698_primary	endothelial	TACC1			OE	0	9.0	0.482419530007435	0.0082219956767002	8.266783996587459e-11
network_summary	CAF_ECM					GSE155698_primary	endothelial	TACC1			OE	0	8.0	1.4334745194168	0.0349798343536987	7.34825244141108e-11
network_summary	myeloid_inflammation					GSE155698_primary	endothelial	TACC1			OE	0	10.0	1.25013127099636	0.0818810911053248	9.185315551763849e-11
network_summary	cytotoxic_TNK					GSE155698_primary	endothelial	TACC1			OE	0	7.0	1.37203824303393	0.0025471680421333	6.4297208862347e-11
network_summary	T_exhaustion					GSE155698_primary	endothelial	TACC1			OE	0	7.0	1.3563299973467	0.0010038399574796	6.4297208862347e-11
network_summary	TNF_NFkB					GSE155698_primary	endothelial	TACC1			OE	0	7.0	0.897604069820925	0.0334400423594262	6.4297208862347e-11
network_summary	angiogenesis					GSE155698_primary	endothelial	TACC1			OE	0	6.0	0.696529452150436	0.0405416283670096	5.511189331058309e-11
network_summary	TGFb_fibrosis					GSE155698_primary	endothelial	TACC1			OE	0	10.0	1.44148634253514	0.016431999089552	9.185315551763849e-11
network_summary	endothelial					GSE155698_primary	fibroblast_CAF	EPAS1			KO	2	9.0	1.18823461197481	494.916949004188	18.2371712283141
network_summary	CAF_ECM					GSE155698_primary	fibroblast_CAF	EPAS1			KO	0	8.0	0.36679476632579	0.394472584896941	1.8515087357828e-12
network_summary	myeloid_inflammation					GSE155698_primary	fibroblast_CAF	EPAS1			KO	0	10.0	1.16477080338542	0.0327664274199122	2.31438591972851e-12
network_summary	cytotoxic_TNK					GSE155698_primary	fibroblast_CAF	EPAS1			KO	0	7.0	0.928330369490264	0.713011566403318	1.6200701438099499e-12
network_summary	T_exhaustion					GSE155698_primary	fibroblast_CAF	EPAS1			KO	0	7.0	1.56962581198685	0.171163635359727	1.6200701438099499e-12
network_summary	TNF_NFkB					GSE155698_primary	fibroblast_CAF	EPAS1			KO	0	7.0	1.01350067761296	0.0438741284824575	1.6200701438099499e-12
network_summary	angiogenesis					GSE155698_primary	fibroblast_CAF	EPAS1			KO	1	6.0	1.29417253098139	739.833060838845	16.0000000000012
network_summary	TGFb_fibrosis					GSE155698_primary	fibroblast_CAF	EPAS1			KO	0	10.0	0.595610259364915	0.457991976619985	2.31438591972851e-12
network_summary	endothelial					GSE155698_primary	fibroblast_CAF	EPAS1			OE	0	9.0	1.1052319873074	0.0615534663584407	1.8659736477806102e-14
network_summary	CAF_ECM					GSE155698_primary	fibroblast_CAF	EPAS1			OE	1	8.0	0.957303848925013	4.83099991387154	3.66012779813313
network_summary	myeloid_inflammation					GSE155698_primary	fibroblast_CAF	EPAS1			OE	0	10.0	1.02067636465225	4.38378248866711e-06	2.07330405308957e-14
network_summary	cytotoxic_TNK					GSE155698_primary	fibroblast_CAF	EPAS1			OE	0	7.0	1.08833483436512	6.7876574131054e-05	1.4513128371627e-14
