direction	source	target	ligand	receptor	pathway_name	n_datasets	datasets	mean_prob	min_p
from_endothelial	endothelial	fibroblast_CAF	COL1A2	ITGA11_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	4.4462587954821e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	SEMA3C	NRP1_NRP2	SEMA3	3	GSE154778,GSE155698,GSE212966	4.44036654937792e-05	0.0
to_endothelial	endothelial	endothelial	JAG1	NOTCH1	NOTCH	3	GSE154778,GSE155698,GSE212966	4.4393158684232e-05	0.0
from_endothelial	endothelial	endothelial	JAG1	NOTCH1	NOTCH	3	GSE154778,GSE155698,GSE212966	4.4393158684232e-05	0.0
to_endothelial	endothelial	endothelial	PGF	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	4.4334492321381e-05	0.0
from_endothelial	endothelial	endothelial	PGF	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	4.4334492321381e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	ITGAV_ITGB8	LAMININ	3	GSE154778,GSE155698,GSE212966	4.39246073894723e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMB2	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	4.38918515483442e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	MDK	SDC2	MK	3	GSE154778,GSE155698,GSE212966	4.38051185625186e-05	0.0
from_endothelial	endothelial	epithelial	SPP1	ITGAV_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	4.31298657004934e-05	0.0
to_endothelial	endothelial	endothelial	ADM	CALCRL	CALCR	3	GSE154778,GSE155698,GSE212966	4.31191822446804e-05	0.0
from_endothelial	endothelial	endothelial	ADM	CALCRL	CALCR	3	GSE154778,GSE155698,GSE212966	4.31191822446804e-05	0.0
to_endothelial	T_NK	endothelial	SELL	CD34	SELL	3	GSE154778,GSE155698,GSE212966	4.27106825070172e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMC1	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	4.16949290717446e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	4.16813793476415e-05	0.0
to_endothelial	endothelial	endothelial	LAMB2	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	4.14557684013699e-05	0.0
from_endothelial	endothelial	endothelial	LAMB2	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	4.14557684013699e-05	0.0
from_endothelial	endothelial	epithelial	NAMPT	INSR	VISFATIN	3	GSE154778,GSE155698,GSE212966	4.13730609842908e-05	0.0
to_endothelial	endothelial	endothelial	F11R	JAM2	JAM	3	GSE154778,GSE155698,GSE212966	4.12918398562593e-05	0.0
to_endothelial	endothelial	endothelial	JAM2	F11R	JAM	3	GSE154778,GSE155698,GSE212966	4.12918398562593e-05	0.0
from_endothelial	endothelial	endothelial	F11R	JAM2	JAM	3	GSE154778,GSE155698,GSE212966	4.12918398562593e-05	0.0
from_endothelial	endothelial	endothelial	JAM2	F11R	JAM	3	GSE154778,GSE155698,GSE212966	4.12918398562593e-05	0.0
to_endothelial	endothelial	endothelial	ANGPT2	ITGA5_ITGB1	ANGPT	3	GSE154778,GSE155698,GSE212966	4.11459573105963e-05	0.0
from_endothelial	endothelial	endothelial	ANGPT2	ITGA5_ITGB1	ANGPT	3	GSE154778,GSE155698,GSE212966	4.11459573105963e-05	0.0
to_endothelial	endothelial	endothelial	JAG2	NOTCH1	NOTCH	3	GSE154778,GSE155698,GSE212966	4.1134942588927e-05	0.0
from_endothelial	endothelial	endothelial	JAG2	NOTCH1	NOTCH	3	GSE154778,GSE155698,GSE212966	4.1134942588927e-05	0.0
from_endothelial	endothelial	epithelial	LAMC1	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	4.1124714764218e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	SPP1	ITGAV_ITGB5	SPP1	3	GSE154778,GSE155698,GSE212966	4.10287594626434e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A2	ITGAV_ITGB8	COLLAGEN	3	GSE154778,GSE155698,GSE212966	4.0619314632896e-05	0.0
from_endothelial	endothelial	myeloid	HLA-DPB1	CD4	MHC-II	3	GSE154778,GSE155698,GSE212966	4.05455217334866e-05	0.0
to_endothelial	endothelial	endothelial	DLL4	NOTCH4	NOTCH	3	GSE154778,GSE155698,GSE212966	4.04571967097804e-05	0.0
from_endothelial	endothelial	endothelial	DLL4	NOTCH4	NOTCH	3	GSE154778,GSE155698,GSE212966	4.04571967097804e-05	0.0
from_endothelial	endothelial	epithelial	EFNA1	EPHA2	EPHA	3	GSE154778,GSE155698,GSE212966	4.04421414753075e-05	0.0
to_endothelial	endothelial	endothelial	VEGFC	KDR	VEGF	3	GSE154778,GSE155698,GSE212966	4.03927913597862e-05	0.0
from_endothelial	endothelial	endothelial	VEGFC	KDR	VEGF	3	GSE154778,GSE155698,GSE212966	4.03927913597862e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMC1	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	4.03042911953748e-05	0.0
from_endothelial	endothelial	myeloid	ICAM2	ITGAL_ITGB2	ICAM	3	GSE154778,GSE155698,GSE212966	4.0286524062879e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	VEGFA	KDR	VEGF	3	GSE154778,GSE155698,GSE212966	4.02357989890101e-05	0.0
to_endothelial	endothelial	endothelial	ANGPTL2	ITGA5_ITGB1	ANGPTL	3	GSE154778,GSE155698,GSE212966	3.98946900105515e-05	0.0
from_endothelial	endothelial	endothelial	ANGPTL2	ITGA5_ITGB1	ANGPTL	3	GSE154778,GSE155698,GSE212966	3.98946900105515e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	COMP	ITGA3_ITGB1	THBS	3	GSE154778,GSE155698,GSE212966	3.98873415699738e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	ITGAV_ITGB8	LAMININ	3	GSE154778,GSE155698,GSE212966	3.98137759628429e-05	0.0
to_endothelial	malignant_epithelial	endothelial	PRSS3	F2R	PARs	3	GSE154778,GSE155698,GSE212966	3.95559579486016e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A2	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	3.95146632587392e-05	0.0
to_endothelial	endothelial	endothelial	LAMA5	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.92728636946901e-05	0.0
from_endothelial	endothelial	endothelial	LAMA5	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.92728636946901e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMA3	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.9097108239963e-05	0.0
from_endothelial	endothelial	myeloid	GRN	SORT1	GRN	3	GSE154778,GSE155698,GSE212966	3.89829394992405e-05	0.0
from_endothelial	endothelial	epithelial	TNXB	ITGAV_ITGB6	TENASCIN	3	GSE154778,GSE155698,GSE212966	3.89621773649105e-05	0.0
to_endothelial	epithelial	endothelial	F11R	F11R	JAM	3	GSE154778,GSE155698,GSE212966	3.89196576845178e-05	0.0
from_endothelial	endothelial	epithelial	F11R	F11R	JAM	3	GSE154778,GSE155698,GSE212966	3.89196576845178e-05	0.0
to_endothelial	epithelial	endothelial	LAMA5	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.88400666447243e-05	0.0
to_endothelial	epithelial	endothelial	VEGFB	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	3.8793731046963e-05	0.0
to_endothelial	malignant_epithelial	endothelial	F11R	F11R	JAM	3	GSE154778,GSE155698,GSE212966	3.86298522692824e-05	0.0
from_endothelial	endothelial	malignant_epithelial	F11R	F11R	JAM	3	GSE154778,GSE155698,GSE212966	3.86298522692824e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.86204638835911e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	SPP1	ITGA5_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	3.85123876916019e-05	0.0
from_endothelial	endothelial	malignant_epithelial	SPP1	ITGAV_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	3.8341393445481e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.80701898675606e-05	0.0
to_endothelial	malignant_epithelial	endothelial	VEGFB	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	3.79991096522854e-05	0.0
from_endothelial	endothelial	epithelial	TNXB	SDC1	TENASCIN	3	GSE154778,GSE155698,GSE212966	3.77569426714579e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	THBS1	CD47	THBS	3	GSE154778,GSE155698,GSE212966	3.77128415613456e-05	0.0
to_endothelial	epithelial	endothelial	LAMA3	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.7517363859071e-05	0.0
to_endothelial	epithelial	endothelial	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.74613875300605e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	3.72974600048523e-05	0.0
from_endothelial	endothelial	epithelial	THBS1	CD47	THBS	3	GSE154778,GSE155698,GSE212966	3.70150687250554e-05	0.0
from_endothelial	endothelial	malignant_epithelial	TNXB	SDC1	TENASCIN	3	GSE154778,GSE155698,GSE212966	3.68391299570258e-05	0.0
to_endothelial	endothelial	endothelial	LAMB1	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.6741964728126e-05	0.0
from_endothelial	endothelial	endothelial	LAMB1	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.6741964728126e-05	0.0
to_endothelial	B_cell	endothelial	SPP1	ITGA9_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	3.64720374466349e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMA2	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	3.64540740719797e-05	0.0
to_endothelial	epithelial	endothelial	LAMB3	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.57065920178095e-05	0.0
from_endothelial	endothelial	CD8	LAMA4	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.56575157982238e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	THBS1	CD36	THBS	3	GSE154778,GSE155698,GSE212966	3.56525210887744e-05	0.0
to_endothelial	endothelial	endothelial	SPP1	ITGAV_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	3.55379657559779e-05	0.0
from_endothelial	endothelial	endothelial	SPP1	ITGAV_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	3.55379657559779e-05	0.0
from_endothelial	endothelial	CD8	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.53438279416812e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	TNXB	SDC1	TENASCIN	3	GSE154778,GSE155698,GSE212966	3.50046915055774e-05	0.0
to_endothelial	epithelial	endothelial	LAMB2	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.44587892205534e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	ANGPT2	ITGA5_ITGB1	ANGPT	3	GSE154778,GSE155698,GSE212966	3.4279613082523e-05	0.0
from_endothelial	endothelial	B_cell	HLA-DRA	CD4	MHC-II	3	GSE154778,GSE155698,GSE212966	3.42106978272149e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.41068286527925e-05	0.0
to_endothelial	epithelial	endothelial	JAG1	NOTCH4	NOTCH	3	GSE154778,GSE155698,GSE212966	3.40402049549254e-05	0.0
to_endothelial	mast	endothelial	MIF	ACKR3	MIF	3	GSE154778,GSE155698,GSE212966	3.39969969701581e-05	0.0
to_endothelial	endothelial	endothelial	LAMB2	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.38433903474188e-05	0.0
from_endothelial	endothelial	endothelial	LAMB2	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.38433903474188e-05	0.0
to_endothelial	endothelial	endothelial	JAM2	JAM3	JAM	3	GSE154778,GSE155698,GSE212966	3.35904051824118e-05	0.0
to_endothelial	endothelial	endothelial	JAM3	JAM2	JAM	3	GSE154778,GSE155698,GSE212966	3.35904051824118e-05	0.0
from_endothelial	endothelial	endothelial	JAM2	JAM3	JAM	3	GSE154778,GSE155698,GSE212966	3.35904051824118e-05	0.0
from_endothelial	endothelial	endothelial	JAM3	JAM2	JAM	3	GSE154778,GSE155698,GSE212966	3.35904051824118e-05	0.0
to_endothelial	endothelial	endothelial	COL6A1	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	3.35854777393731e-05	0.0
from_endothelial	endothelial	endothelial	COL6A1	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	3.35854777393731e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	CD46	JAG1	CD46	3	GSE154778,GSE155698,GSE212966	3.35034112096769e-05	0.0
to_endothelial	endothelial	endothelial	SEMA3F	NRP2_PLXNA2	SEMA3	3	GSE154778,GSE155698,GSE212966	3.34850117496266e-05	0.0
from_endothelial	endothelial	endothelial	SEMA3F	NRP2_PLXNA2	SEMA3	3	GSE154778,GSE155698,GSE212966	3.34850117496266e-05	0.0
from_endothelial	endothelial	myeloid	ANXA1	FPR2_LXA4	ANXA1	3	GSE154778,GSE155698,GSE212966	3.31957090715526e-05	0.0
from_endothelial	endothelial	CD8	COL6A2	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	3.31824198120746e-05	0.0
from_endothelial	endothelial	CD8	CLEC2B	KLRB1	CLEC	3	GSE154778,GSE155698,GSE212966	3.31585368389924e-05	0.0
from_endothelial	endothelial	mast	SELE	CD44	SELE	3	GSE154778,GSE155698,GSE212966	3.29092094428435e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMA2	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.27605434221204e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	PROS1	AXL	PROS	3	GSE154778,GSE155698,GSE212966	3.26962526276455e-05	0.0
to_endothelial	myeloid	endothelial	TNF	TNFRSF1A	TNF	3	GSE154778,GSE155698,GSE212966	3.26179361052956e-05	0.0
to_endothelial	endothelial	endothelial	EFNB1	EPHB4	EPHB	3	GSE154778,GSE155698,GSE212966	3.24844100730711e-05	0.0
from_endothelial	endothelial	endothelial	EFNB1	EPHB4	EPHB	3	GSE154778,GSE155698,GSE212966	3.24844100730711e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	SEMA3C	NRP1_PLXNA2	SEMA3	3	GSE154778,GSE155698,GSE212966	3.24549056203567e-05	0.0
to_endothelial	epithelial	endothelial	F11R	JAM3	JAM	3	GSE154778,GSE155698,GSE212966	3.20890927940191e-05	0.0
from_endothelial	endothelial	epithelial	JAM3	F11R	JAM	3	GSE154778,GSE155698,GSE212966	3.20890927940191e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMA3	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.20424486794576e-05	0.0
to_endothelial	endothelial	endothelial	FN1	ITGA8_ITGB1	FN1	3	GSE154778,GSE155698,GSE212966	3.19969055302292e-05	0.0
from_endothelial	endothelial	endothelial	FN1	ITGA8_ITGB1	FN1	3	GSE154778,GSE155698,GSE212966	3.19969055302292e-05	0.0
to_endothelial	endothelial	endothelial	COL1A1	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	3.19340765536132e-05	0.0
from_endothelial	endothelial	endothelial	COL1A1	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	3.19340765536132e-05	0.0
to_endothelial	malignant_epithelial	endothelial	F11R	JAM3	JAM	3	GSE154778,GSE155698,GSE212966	3.18780350554423e-05	0.0
from_endothelial	endothelial	malignant_epithelial	JAM3	F11R	JAM	3	GSE154778,GSE155698,GSE212966	3.18780350554423e-05	0.0
to_endothelial	myeloid	endothelial	SPP1	ITGAV_ITGB5	SPP1	3	GSE154778,GSE155698,GSE212966	3.17664337324296e-05	0.0
to_endothelial	endothelial	endothelial	EFNB2	EPHA4	EPHB	3	GSE154778,GSE155698,GSE212966	3.14591427751139e-05	0.0
from_endothelial	endothelial	endothelial	EFNB2	EPHA4	EPHB	3	GSE154778,GSE155698,GSE212966	3.14591427751139e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	JAG2	NOTCH3	NOTCH	3	GSE154778,GSE155698,GSE212966	3.11860187732748e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	SPP1	ITGA5_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	3.11325923224489e-05	0.0
from_endothelial	endothelial	epithelial	THBS1	SDC1	THBS	3	GSE154778,GSE155698,GSE212966	3.09109398671754e-05	0.0
from_endothelial	endothelial	myeloid	THY1	ITGAX_ITGB2	THY1	3	GSE154778,GSE155698,GSE212966	3.08976019928434e-05	0.0
to_endothelial	B_cell	endothelial	VEGFB	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	3.08847455014953e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	JAG1	NOTCH3	NOTCH	3	GSE154778,GSE155698,GSE212966	3.08451810676698e-05	0.0
from_endothelial	endothelial	malignant_epithelial	THBS1	CD47	THBS	3	GSE154778,GSE155698,GSE212966	3.07878372404456e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMB3	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.06888235788745e-05	0.0
to_endothelial	epithelial	endothelial	PRSS3	F2RL3	PARs	3	GSE154778,GSE155698,GSE212966	3.06466067398391e-05	0.0
from_endothelial	endothelial	epithelial	LAMA5	ITGAV_ITGB8	LAMININ	3	GSE154778,GSE155698,GSE212966	3.05147392313464e-05	0.0
from_endothelial	endothelial	malignant_epithelial	EFNA1	EPHA2	EPHA	3	GSE154778,GSE155698,GSE212966	3.04359692019782e-05	0.0
from_endothelial	endothelial	myeloid	THY1	ITGAM_ITGB2	THY1	3	GSE154778,GSE155698,GSE212966	3.02436848558121e-05	0.0
from_endothelial	endothelial	CD8	SELE	CD44	SELE	3	GSE154778,GSE155698,GSE212966	3.00588899133066e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMA5	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	3.00365169173257e-05	0.0
from_endothelial	endothelial	malignant_epithelial	THBS1	SDC1	THBS	3	GSE154778,GSE155698,GSE212966	2.97548744316036e-05	0.0
to_endothelial	B_cell	endothelial	SELL	PODXL	SELL	3	GSE154778,GSE155698,GSE212966	2.914855378081e-05	0.0
to_endothelial	myeloid	endothelial	FN1	ITGA8_ITGB1	FN1	3	GSE154778,GSE155698,GSE212966	2.90813341727634e-05	0.0
to_endothelial	CD8	endothelial	TGFB1	TGFbR1_R2	TGFb	3	GSE154778,GSE155698,GSE212966	2.87997299025224e-05	0.0
to_endothelial	epithelial	endothelial	COL6A1	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	2.87780350755207e-05	0.0
from_endothelial	endothelial	epithelial	LAMB2	ITGAV_ITGB8	LAMININ	3	GSE154778,GSE155698,GSE212966	2.82204745619078e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	THBS1	SDC1	THBS	3	GSE154778,GSE155698,GSE212966	2.81571497095964e-05	0.0
to_endothelial	endothelial	endothelial	ANGPTL4	ITGA5_ITGB1	ANGPTL	3	GSE154778,GSE155698,GSE212966	2.80290544461732e-05	0.0
from_endothelial	endothelial	endothelial	ANGPTL4	ITGA5_ITGB1	ANGPTL	3	GSE154778,GSE155698,GSE212966	2.80290544461732e-05	0.0
from_endothelial	endothelial	mast	LGALS9	PTPRC	GALECTIN	3	GSE154778,GSE155698,GSE212966	2.7756905816943e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A1	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	2.75114523510538e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	HSPG2	DAG1	HSPG	3	GSE154778,GSE155698,GSE212966	2.75051828650307e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	FGF7	FGFR1	FGF	3	GSE154778,GSE155698,GSE212966	2.72516833213948e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMA2	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.70287038048207e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMB1	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.68530070545504e-05	0.0
from_endothelial	endothelial	epithelial	SPP1	ITGAV_ITGB6	SPP1	3	GSE154778,GSE155698,GSE212966	2.68345363694215e-05	0.0
from_endothelial	endothelial	T_NK	SELE	CD44	SELE	3	GSE154778,GSE155698,GSE212966	2.67081403203881e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	ANGPTL2	ITGA5_ITGB1	ANGPTL	3	GSE154778,GSE155698,GSE212966	2.66630044433601e-05	0.0
from_endothelial	endothelial	epithelial	LAMA5	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.66418371854464e-05	0.0
to_endothelial	epithelial	endothelial	LAMA5	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	2.64583506417862e-05	0.0
to_endothelial	epithelial	endothelial	LAMC1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	2.63865175373932e-05	0.0
to_endothelial	malignant_epithelial	endothelial	ADM	CALCRL	CALCR	3	GSE154778,GSE155698,GSE212966	2.61932078455831e-05	0.0
to_endothelial	epithelial	endothelial	PRSS3	F2R	PARs	3	GSE154778,GSE155698,GSE212966	2.6167527480205e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA5	ITGAV_ITGB8	LAMININ	3	GSE154778,GSE155698,GSE212966	2.59919193881406e-05	0.0
from_endothelial	endothelial	mast	KITLG	KIT	KIT	3	GSE154778,GSE155698,GSE212966	2.59289337353676e-05	0.0
from_endothelial	endothelial	myeloid	SELE	CD44	SELE	3	GSE154778,GSE155698,GSE212966	2.59098803574837e-05	0.0
to_endothelial	B_cell	endothelial	SELL	CD34	SELL	3	GSE154778,GSE155698,GSE212966	2.57272815934096e-05	0.0
from_endothelial	endothelial	malignant_epithelial	TNXB	ITGAV_ITGB6	TENASCIN	3	GSE154778,GSE155698,GSE212966	2.56730719519615e-05	0.0
to_endothelial	endothelial	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	2.56390616733394e-05	0.0
from_endothelial	endothelial	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	2.56390616733394e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.55581618283611e-05	0.0
to_endothelial	endothelial	endothelial	DLL1	NOTCH4	NOTCH	3	GSE154778,GSE155698,GSE212966	2.55554644163385e-05	0.0
from_endothelial	endothelial	endothelial	DLL1	NOTCH4	NOTCH	3	GSE154778,GSE155698,GSE212966	2.55554644163385e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	MIF	ACKR3	MIF	3	GSE154778,GSE155698,GSE212966	2.55429712483854e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA5	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.51210876659302e-05	0.0
from_endothelial	endothelial	epithelial	CD46	JAG1	CD46	3	GSE154778,GSE155698,GSE212966	2.50973161429136e-05	0.0
to_endothelial	endothelial	endothelial	ANGPTL4	CDH5	ANGPTL	3	GSE154778,GSE155698,GSE212966	2.50416502726023e-05	0.0
from_endothelial	endothelial	endothelial	ANGPTL4	CDH5	ANGPTL	3	GSE154778,GSE155698,GSE212966	2.50416502726023e-05	0.0
to_endothelial	epithelial	endothelial	LAMA5	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.48747715151317e-05	0.0
to_endothelial	malignant_epithelial	endothelial	JAG1	NOTCH4	NOTCH	3	GSE154778,GSE155698,GSE212966	2.48016488448783e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	DLL4	NOTCH3	NOTCH	3	GSE154778,GSE155698,GSE212966	2.46974344043258e-05	0.0
to_endothelial	endothelial	endothelial	LAMC1	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.4616955413198e-05	0.0
from_endothelial	endothelial	endothelial	LAMC1	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.4616955413198e-05	0.0
to_endothelial	epithelial	endothelial	SEMA3C	PLXND1	SEMA3	3	GSE154778,GSE155698,GSE212966	2.44950803392127e-05	0.0
to_endothelial	endothelial	endothelial	LAMA4	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.42552434968754e-05	0.0
from_endothelial	endothelial	endothelial	LAMA4	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.42552434968754e-05	0.0
from_endothelial	endothelial	T_NK	SPP1	ITGA4_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	2.40987610026776e-05	0.0
from_endothelial	endothelial	epithelial	LAMB2	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.40560409371513e-05	0.0
to_endothelial	endothelial	endothelial	F11R	F11R	JAM	3	GSE154778,GSE155698,GSE212966	2.40426410011186e-05	0.0
from_endothelial	endothelial	endothelial	F11R	F11R	JAM	3	GSE154778,GSE155698,GSE212966	2.40426410011186e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	JAG1	NOTCH1	NOTCH	3	GSE154778,GSE155698,GSE212966	2.40339837240943e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMC2	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.40089617504394e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	WNT5A	MCAM	ncWNT	3	GSE154778,GSE155698,GSE212966	2.40071490896045e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMB2	ITGAV_ITGB8	LAMININ	3	GSE154778,GSE155698,GSE212966	2.39395622433171e-05	0.0
from_endothelial	endothelial	myeloid	THBS1	CD47	THBS	3	GSE154778,GSE155698,GSE212966	2.38676826510125e-05	0.0
to_endothelial	epithelial	endothelial	SPP1	ITGA9_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	2.38470361367248e-05	0.0
from_endothelial	endothelial	CD8	LAMA5	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.3656488715199e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	JAM3	JAM2	JAM	3	GSE154778,GSE155698,GSE212966	2.36337495477518e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	JAM2	JAM3	JAM	3	GSE154778,GSE155698,GSE212966	2.36337495477518e-05	0.0
to_endothelial	epithelial	endothelial	LAMC2	DAG1	LAMININ	3	GSE154778,GSE155698,GSE212966	2.35700659465827e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	ANGPTL4	CDH11	ANGPTL	3	GSE154778,GSE155698,GSE212966	2.33787498550976e-05	0.0
