direction	source	target	ligand	receptor	pathway_name	n_datasets	datasets	mean_prob	min_p
from_endothelial	endothelial	epithelial	SPP1	CD44	SPP1	1	GSE154778	0.0001015965945391	0.02
to_endothelial	T_NK	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	1	GSE212966	0.0001015414015476	0.0
to_endothelial	B_cell	endothelial	PECAM1	PECAM1	PECAM1	1	GSE212966	0.00010019709958	0.0
from_endothelial	endothelial	B_cell	PECAM1	PECAM1	PECAM1	1	GSE212966	0.00010019709958	0.0
to_endothelial	malignant_epithelial	endothelial	COL1A2	ITGA3_ITGB1	COLLAGEN	1	GSE212966	9.98623623968886e-05	0.0
to_endothelial	T_NK	endothelial	COL1A1	ITGA3_ITGB1	COLLAGEN	1	GSE212966	9.92573199728197e-05	0.01
to_endothelial	B_cell	endothelial	COL1A1	ITGA3_ITGB1	COLLAGEN	1	GSE212966	9.85019471320007e-05	0.0
to_endothelial	B_cell	endothelial	COL1A2	ITGA2_ITGB1	COLLAGEN	1	GSE212966	9.71291040980214e-05	0.03
from_endothelial	endothelial	epithelial	COL1A2	ITGA3_ITGB1	COLLAGEN	1	GSE212966	9.70718425725198e-05	0.0
to_endothelial	epithelial	endothelial	COL1A2	ITGA3_ITGB1	COLLAGEN	1	GSE212966	9.65224454748207e-05	0.0
to_endothelial	CD8	endothelial	COL1A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	9.57896292596705e-05	0.0
to_endothelial	T_NK	endothelial	COL1A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	9.43726318953893e-05	0.0
to_endothelial	mast	endothelial	COL1A1	ITGA1_ITGB1	COLLAGEN	1	GSE212966	9.34632196175619e-05	0.0
from_endothelial	endothelial	malignant_epithelial	SPP1	CD44	SPP1	1	GSE154778	9.24522734333095e-05	0.01
to_endothelial	endothelial	endothelial	COL1A2	ITGA2_ITGB1	COLLAGEN	1	GSE212966	9.16937713923803e-05	0.01
from_endothelial	endothelial	endothelial	COL1A2	ITGA2_ITGB1	COLLAGEN	1	GSE212966	9.16937713923803e-05	0.01
to_endothelial	T_NK	endothelial	ADGRE5	CD55	ADGRE5	1	GSE212966	8.85963323136682e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL4A1	ITGA10_ITGB1	COLLAGEN	1	GSE154778	8.83462719735005e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL1A2	ITGA3_ITGB1	COLLAGEN	1	GSE212966	8.80090609277673e-05	0.0
to_endothelial	endothelial	endothelial	VWF	ITGAV_ITGB3	VWF	1	GSE212966	8.71105413974797e-05	0.0
from_endothelial	endothelial	endothelial	VWF	ITGAV_ITGB3	VWF	1	GSE212966	8.71105413974797e-05	0.0
from_endothelial	endothelial	T_NK	HLA-E	CD94:NKG2C	MHC-I	1	GSE155698	8.49748308232674e-05	0.0
to_endothelial	CD8	endothelial	COL1A2	ITGA3_ITGB1	COLLAGEN	1	GSE212966	8.39448898681524e-05	0.01
to_endothelial	myeloid	endothelial	ADGRE5	CD55	ADGRE5	1	GSE212966	8.28581950765497e-05	0.02
to_endothelial	T_NK	endothelial	COL1A2	ITGA3_ITGB1	COLLAGEN	1	GSE212966	8.27019691312699e-05	0.01
from_endothelial	endothelial	B_cell	SPP1	CD44	SPP1	1	GSE154778	8.21089763195372e-05	0.0
to_endothelial	myeloid	endothelial	COL1A1	ITGA10_ITGB1	COLLAGEN	1	GSE212966	7.86272584124838e-05	0.0
from_endothelial	endothelial	epithelial	MDK	ITGA6_ITGB1	MK	1	GSE212966	7.55989841243596e-05	0.0
to_endothelial	B_cell	endothelial	COL1A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	7.36686446421665e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL4A2	ITGA10_ITGB1	COLLAGEN	1	GSE154778	7.35565732771124e-05	0.0
from_endothelial	endothelial	T_NK	COL4A1	ITGA1_ITGB1	COLLAGEN	1	GSE155698	7.10247944765089e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL1A1	SDC1	COLLAGEN	1	GSE212966	7.09839160817521e-05	0.0
from_endothelial	endothelial	T_NK	HLA-E	KLRC1	MHC-I	1	GSE155698	7.08830637926576e-05	0.0
to_endothelial	myeloid	endothelial	SPP1	ITGAV_ITGB3	SPP1	1	GSE212966	6.89919618765775e-05	0.0
to_endothelial	malignant_epithelial	endothelial	FN1	ITGA3_ITGB1	FN1	1	GSE212966	6.74542983606256e-05	0.01
from_endothelial	endothelial	myeloid	LAMB1	ITGA6_ITGB1	LAMININ	1	GSE212966	6.57390475456601e-05	0.0
to_endothelial	malignant_epithelial	endothelial	SPP1	ITGAV_ITGB1	SPP1	1	GSE212966	6.46917651985175e-05	0.0
to_endothelial	mast	endothelial	COL1A2	ITGA1_ITGB1	COLLAGEN	1	GSE212966	6.4247926906264e-05	0.03
from_endothelial	endothelial	T_NK	COL4A2	ITGA1_ITGB1	COLLAGEN	1	GSE155698	6.34431499875894e-05	0.0
from_endothelial	endothelial	epithelial	COL1A1	SDC1	COLLAGEN	1	GSE212966	6.26618279049113e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL1A1	SDC1	COLLAGEN	1	GSE212966	6.11839596285836e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	THY1	ITGAV_ITGB3	THY1	1	GSE212966	6.09223730256097e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	THBS2	ITGAV_ITGB3	THBS	1	GSE212966	6.02020731811932e-05	0.0
to_endothelial	endothelial	endothelial	CXCL8	ACKR1	CXCL	1	GSE212966	5.97826485282152e-05	0.0
from_endothelial	endothelial	endothelial	CXCL8	ACKR1	CXCL	1	GSE212966	5.97826485282152e-05	0.0
to_endothelial	epithelial	endothelial	COL6A1	ITGA3_ITGB1	COLLAGEN	1	GSE212966	5.8356673955246e-05	0.0
to_endothelial	CD8	endothelial	SPP1	ITGA5_ITGB1	SPP1	1	GSE212966	5.71373503517193e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL1A2	SDC1	COLLAGEN	1	GSE212966	5.63897987494945e-05	0.0
to_endothelial	mast	endothelial	COL1A1	ITGA9_ITGB1	COLLAGEN	1	GSE212966	5.51376434692059e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	THBS1	ITGAV_ITGB3	THBS	1	GSE212966	5.3199872797138e-05	0.0
from_endothelial	endothelial	epithelial	COL4A1	ITGA10_ITGB1	COLLAGEN	1	GSE154778	5.18935781696283e-05	0.0
to_endothelial	mast	endothelial	COL1A1	ITGA10_ITGB1	COLLAGEN	1	GSE212966	5.123668721623e-05	0.0
from_endothelial	endothelial	epithelial	COL1A2	SDC1	COLLAGEN	1	GSE212966	4.97720229899719e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL1A2	SDC1	COLLAGEN	1	GSE212966	4.86034684456499e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	CXCL8	ACKR1	CXCL	1	GSE212966	4.57704714931033e-05	0.0
from_endothelial	endothelial	T_NK	HLA-E	KLRK1	MHC-I	1	GSE212966	4.54268965658528e-05	0.0
to_endothelial	myeloid	endothelial	COL1A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	4.50197480365896e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL4A1	ITGA3_ITGB1	COLLAGEN	1	GSE154778	4.48331411097723e-05	0.0
from_endothelial	endothelial	myeloid	LAMC1	ITGA6_ITGB1	LAMININ	1	GSE212966	4.41703562382478e-05	0.0
from_endothelial	endothelial	myeloid	ENTPD1	TMIGD3	CD39	1	GSE212966	4.40802084578576e-05	0.0
from_endothelial	endothelial	epithelial	COL1A1	ITGAV_ITGB8	COLLAGEN	1	GSE212966	4.33565150202181e-05	0.0
from_endothelial	endothelial	epithelial	COL4A2	ITGA10_ITGB1	COLLAGEN	1	GSE154778	4.31419289837923e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	MDK	SDC1	MK	1	GSE212966	4.22476475363426e-05	0.0
from_endothelial	endothelial	T_NK	LAMB1	ITGA1_ITGB1	LAMININ	1	GSE155698	4.20073860929853e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	POSTN	ITGAV_ITGB3	PERIOSTIN	1	GSE212966	4.14437615753929e-05	0.0
to_endothelial	T_NK	endothelial	SPP1	ITGA5_ITGB1	SPP1	1	GSE212966	4.02928864923865e-05	0.01
to_endothelial	endothelial	endothelial	FN1	ITGAV_ITGB3	FN1	1	GSE212966	4.01480765365678e-05	0.0
from_endothelial	endothelial	endothelial	FN1	ITGAV_ITGB3	FN1	1	GSE212966	4.01480765365678e-05	0.0
to_endothelial	epithelial	endothelial	COL6A2	ITGA1_ITGB1	COLLAGEN	1	GSE212966	3.99861114185915e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL1A1	ITGAV_ITGB8	COLLAGEN	1	GSE212966	3.77451009728998e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL4A2	ITGA3_ITGB1	COLLAGEN	1	GSE154778	3.7265907463283e-05	0.0
to_endothelial	mast	endothelial	COL1A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	3.51726704147118e-05	0.0
to_endothelial	endothelial	endothelial	MIF	CD74_CXCR4	MIF	1	GSE154778	3.48291642290624e-05	0.03
from_endothelial	endothelial	endothelial	MIF	CD74_CXCR4	MIF	1	GSE154778	3.48291642290624e-05	0.03
from_endothelial	endothelial	epithelial	COL1A2	ITGAV_ITGB8	COLLAGEN	1	GSE212966	3.44271647506983e-05	0.0
to_endothelial	epithelial	endothelial	NECTIN3	NECTIN2	NECTIN	1	GSE212966	3.33239388688551e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A2	ITGA10_ITGB1	COLLAGEN	1	GSE154778	3.06344650261175e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A2	ITGA1_ITGB1	COLLAGEN	1	GSE212966	3.06258510368847e-05	0.03
from_endothelial	endothelial	malignant_epithelial	COL1A2	ITGAV_ITGB8	COLLAGEN	1	GSE212966	2.9971177207362e-05	0.0
from_endothelial	endothelial	T_NK	HLA-E	KLRC2	MHC-I	1	GSE155698	2.92021900711012e-05	0.0
to_endothelial	malignant_epithelial	endothelial	NECTIN3	NECTIN2	NECTIN	1	GSE212966	2.8875845244339e-05	0.0
from_endothelial	endothelial	myeloid	LAMA5	ITGA6_ITGB1	LAMININ	1	GSE212966	2.87069473931176e-05	0.0
from_endothelial	endothelial	T_NK	FN1	ITGA4_ITGB7	FN1	1	GSE155698	2.84872394155314e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A1	ITGA10_ITGB1	COLLAGEN	1	GSE212966	2.82238814032521e-05	0.0
to_endothelial	myeloid	endothelial	WNT5A	MCAM	ncWNT	1	GSE212966	2.76958852598066e-05	0.0
to_endothelial	myeloid	endothelial	FN1	ITGAV_ITGB3	FN1	1	GSE212966	2.76751918238578e-05	0.0
from_endothelial	endothelial	epithelial	MDK	LRP1	MK	1	GSE212966	2.76737249179485e-05	0.01
from_endothelial	endothelial	fibroblast_CAF	COL1A1	ITGA10_ITGB1	COLLAGEN	1	GSE212966	2.75464468597534e-05	0.0
to_endothelial	T_NK	endothelial	VEGFB	FLT1	VEGF	1	GSE155698	2.73785390671069e-05	0.0
to_endothelial	myeloid	endothelial	LAMB3	ITGA6_ITGB1	LAMININ	1	GSE212966	2.47958343602375e-05	0.02
from_endothelial	endothelial	T_NK	LAMA4	ITGA1_ITGB1	LAMININ	1	GSE155698	2.47219439408232e-05	0.0
from_endothelial	endothelial	myeloid	LAMB2	ITGA6_ITGB1	LAMININ	1	GSE212966	2.41427442602121e-05	0.0
from_endothelial	endothelial	T_NK	HLA-B	CD8B	MHC-I	1	GSE155698	2.40267260894523e-05	0.0
from_endothelial	endothelial	T_NK	HLA-A	CD8B	MHC-I	1	GSE155698	2.30456635760846e-05	0.0
from_endothelial	endothelial	T_NK	LAMC1	ITGA1_ITGB1	LAMININ	1	GSE155698	2.26360454515019e-05	0.0
to_endothelial	malignant_epithelial	endothelial	SEMA3B	NRP1_PLXNA2	SEMA3	1	GSE212966	2.26220413117299e-05	0.0
from_endothelial	endothelial	T_NK	HLA-E	CD8B	MHC-I	1	GSE155698	2.20912528042296e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL1A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	2.18676277695795e-05	0.0
to_endothelial	epithelial	endothelial	COL6A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	2.18558776332372e-05	0.0
to_endothelial	endothelial	endothelial	TNXB	ITGAV_ITGB3	TENASCIN	1	GSE212966	2.11585278539281e-05	0.0
from_endothelial	endothelial	endothelial	TNXB	ITGAV_ITGB3	TENASCIN	1	GSE212966	2.11585278539281e-05	0.0
from_endothelial	endothelial	T_NK	HLA-C	CD8B	MHC-I	1	GSE155698	2.04997897231996e-05	0.0
from_endothelial	endothelial	T_NK	LAMB1	ITGA6_ITGB1	LAMININ	1	GSE155698	2.04637658684921e-05	0.0
to_endothelial	myeloid	endothelial	IL1B	IL1R1_IL1RAP	IL1	1	GSE212966	1.89009185082452e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	FN1	CD44	FN1	1	GSE155698	1.85195678552529e-05	0.0
from_endothelial	endothelial	T_NK	LAMB2	ITGA1_ITGB1	LAMININ	1	GSE155698	1.84937832699176e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMA4	ITGA3_ITGB1	LAMININ	1	GSE154778	1.84203255696443e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A2	ITGA9_ITGB1	COLLAGEN	1	GSE212966	1.80160389689193e-05	0.0
to_endothelial	T_NK	endothelial	MIF	CD74_CXCR4	MIF	1	GSE154778	1.79318052290867e-05	0.01
to_endothelial	fibroblast_CAF	endothelial	COMP	ITGAV_ITGB3	THBS	1	GSE212966	1.78955562629347e-05	0.0
from_endothelial	endothelial	epithelial	COL6A2	ITGA10_ITGB1	COLLAGEN	1	GSE154778	1.7890199860957e-05	0.0
to_endothelial	CD8	endothelial	VEGFB	FLT1	VEGF	1	GSE155698	1.75456790466947e-05	0.0
from_endothelial	endothelial	T_NK	LAMA5	ITGA1_ITGB1	LAMININ	1	GSE155698	1.67916758663275e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	1.67365721011081e-05	0.0
to_endothelial	T_NK	endothelial	CD226	NECTIN2	CD226	1	GSE212966	1.64057323959049e-05	0.0
from_endothelial	endothelial	T_NK	NECTIN2	CD226	NECTIN	1	GSE212966	1.64057323959049e-05	0.0
from_endothelial	endothelial	T_NK	COL6A2	ITGA1_ITGB1	COLLAGEN	1	GSE155698	1.58465782911059e-05	0.0
to_endothelial	malignant_epithelial	endothelial	SEMA3B	NRP2_PLXNA2	SEMA3	1	GSE212966	1.58381104354686e-05	0.0
to_endothelial	mast	endothelial	TNF	TNFRSF1A	TNF	1	GSE212966	1.49004418781719e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	SEMA3F	NRP2_PLXNA2	SEMA3	1	GSE212966	1.47652960214247e-05	0.0
to_endothelial	epithelial	endothelial	SEMA3B	NRP1_PLXNA2	SEMA3	1	GSE212966	1.47023276970602e-05	0.0
to_endothelial	myeloid	endothelial	LAMB3	ITGA1_ITGB1	LAMININ	1	GSE212966	1.46789044647534e-05	0.01
to_endothelial	endothelial	endothelial	THBS1	ITGAV_ITGB3	THBS	1	GSE212966	1.43712045827101e-05	0.0
from_endothelial	endothelial	endothelial	THBS1	ITGAV_ITGB3	THBS	1	GSE212966	1.43712045827101e-05	0.0
to_endothelial	malignant_epithelial	endothelial	FN1	ITGAV_ITGB3	FN1	1	GSE212966	1.38306729799075e-05	0.0
from_endothelial	endothelial	myeloid	SEMA3F	NRP2_PLXNA1	SEMA3	1	GSE212966	1.36611269959262e-05	0.0
to_endothelial	CD8	endothelial	CXCL8	ACKR1	CXCL	1	GSE212966	1.36030207981082e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMB1	ITGA7_ITGB1	LAMININ	1	GSE155698	1.35150071195355e-05	0.0
from_endothelial	endothelial	myeloid	TGFB1	ACVR1_TGFbR	TGFb	1	GSE212966	1.32962772811562e-05	0.0
to_endothelial	myeloid	endothelial	WNT5A	FZD4	ncWNT	1	GSE212966	1.32834200820178e-05	0.0
to_endothelial	epithelial	endothelial	FN1	ITGAV_ITGB3	FN1	1	GSE212966	1.2961749564626e-05	0.0
to_endothelial	myeloid	endothelial	SELL	MADCAM1	SELL	1	GSE155698	1.22751231584824e-05	0.0
from_endothelial	endothelial	T_NK	LAMA4	ITGA6_ITGB1	LAMININ	1	GSE155698	1.20223420534622e-05	0.0
to_endothelial	myeloid	endothelial	LAMB3	ITGA6_ITGB4	LAMININ	1	GSE212966	1.15916784933723e-05	0.0
from_endothelial	endothelial	CD8	LAMB1	ITGA6_ITGB1	LAMININ	1	GSE155698	1.14516989069281e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A2	CD44	COLLAGEN	1	GSE155698	1.12935500071265e-05	0.0
to_endothelial	mast	endothelial	F11R	JAM2	JAM	1	GSE212966	1.12124999181135e-05	0.0
from_endothelial	endothelial	mast	JAM2	F11R	JAM	1	GSE212966	1.12124999181135e-05	0.0
from_endothelial	endothelial	T_NK	LAMC1	ITGA6_ITGB1	LAMININ	1	GSE155698	1.10056624448514e-05	0.0
to_endothelial	B_cell	endothelial	SPP1	ITGAV_ITGB3	SPP1	1	GSE212966	1.07548468482316e-05	0.0
from_endothelial	endothelial	T_NK	TGFB1	TGFbR1_R2	TGFb	1	GSE155698	1.07210498212648e-05	0.0
from_endothelial	endothelial	CD8	HLA-E	CD94:NKG2C	MHC-I	1	GSE155698	1.06228867788221e-05	0.0
to_endothelial	epithelial	endothelial	SEMA3B	NRP2_PLXNA2	SEMA3	1	GSE212966	1.02907232511295e-05	0.0
to_endothelial	endothelial	endothelial	SPP1	ITGAV_ITGB3	SPP1	1	GSE212966	1.01182130827033e-05	0.0
from_endothelial	endothelial	endothelial	SPP1	ITGAV_ITGB3	SPP1	1	GSE212966	1.01182130827033e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	JAM2	ITGA3_ITGB1	JAM	1	GSE154778	1.00234396151283e-05	0.0
from_endothelial	endothelial	T_NK	MADCAM1	ITGA4_ITGB7	MADCAM	1	GSE155698	9.64452998283186e-06	0.0
from_endothelial	endothelial	B_cell	FN1	ITGA4_ITGB7	FN1	1	GSE155698	9.58916490260872e-06	0.0
to_endothelial	endothelial	endothelial	POSTN	ITGAV_ITGB3	PERIOSTIN	1	GSE212966	9.55699931609981e-06	0.0
from_endothelial	endothelial	endothelial	POSTN	ITGAV_ITGB3	PERIOSTIN	1	GSE212966	9.55699931609981e-06	0.0
from_endothelial	endothelial	epithelial	COL6A3	SDC4	COLLAGEN	1	GSE212966	9.45251622370525e-06	0.01
to_endothelial	epithelial	endothelial	SPP1	ITGAV_ITGB3	SPP1	1	GSE212966	9.44926346191102e-06	0.0
to_endothelial	malignant_epithelial	endothelial	ITGB2	ICAM2	ITGB2	1	GSE212966	9.20238741832965e-06	0.0
from_endothelial	endothelial	CD8	TGFB1	TGFbR1_R2	TGFb	1	GSE155698	9.05182678525602e-06	0.0
from_endothelial	endothelial	T_NK	LAMB2	ITGA6_ITGB1	LAMININ	1	GSE155698	8.98795881854269e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A3	ITGA11_ITGB1	COLLAGEN	1	GSE212966	8.54349979304803e-06	0.0
to_endothelial	fibroblast_CAF	endothelial	INS	INSR	INSULIN	1	GSE212966	8.52037712617707e-06	0.0
to_endothelial	T_NK	endothelial	CXCL8	ACKR1	CXCL	1	GSE212966	8.33547618534705e-06	0.0
from_endothelial	endothelial	B_cell	ANGPT2	ITGA5_ITGB1	ANGPT	1	GSE154778	8.27035482259801e-06	0.0
from_endothelial	endothelial	T_NK	LAMA5	ITGA6_ITGB1	LAMININ	1	GSE155698	8.15934464823539e-06	0.0
to_endothelial	CD8	endothelial	FN1	ITGA8_ITGB1	FN1	1	GSE212966	8.07565115101309e-06	0.0
to_endothelial	mast	endothelial	SEMA7A	ITGB1_ITGA1	SEMA7	1	GSE155698	7.99716133031253e-06	0.0
to_endothelial	myeloid	endothelial	WNT5A	FZD6	ncWNT	1	GSE212966	7.96265950211845e-06	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A3	SDC4	COLLAGEN	1	GSE212966	7.96147847881376e-06	0.03
from_endothelial	endothelial	fibroblast_CAF	LAMA4	ITGA7_ITGB1	LAMININ	1	GSE155698	7.93951840412329e-06	0.0
from_endothelial	endothelial	CD8	HLA-E	KLRC2	MHC-I	1	GSE155698	7.85966386383e-06	0.0
to_endothelial	fibroblast_CAF	endothelial	NECTIN3	NECTIN2	NECTIN	1	GSE212966	7.75015400709803e-06	0.0
to_endothelial	endothelial	endothelial	INS	INSR	INSULIN	1	GSE212966	7.58894930186121e-06	0.0
from_endothelial	endothelial	endothelial	INS	INSR	INSULIN	1	GSE212966	7.58894930186121e-06	0.0
to_endothelial	epithelial	endothelial	NECTIN3	PVR	NECTIN	1	GSE212966	7.3688135338686e-06	0.0
to_endothelial	mast	endothelial	TNF	TNFRSF1B	TNF	1	GSE212966	7.35414491380678e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMC1	ITGA7_ITGB1	LAMININ	1	GSE155698	7.26805457928683e-06	0.0
to_endothelial	malignant_epithelial	endothelial	SPP1	ITGAV_ITGB3	SPP1	1	GSE212966	7.26164289304478e-06	0.0
to_endothelial	myeloid	endothelial	THBS1	ITGAV_ITGB3	THBS	1	GSE212966	7.09596871955587e-06	0.0
to_endothelial	epithelial	endothelial	ITGB2	ICAM2	ITGB2	1	GSE212966	7.04178871842952e-06	0.0
to_endothelial	B_cell	endothelial	FN1	ITGAV_ITGB3	FN1	1	GSE212966	6.87748165084205e-06	0.0
from_endothelial	endothelial	CD8	LAMA4	ITGA6_ITGB1	LAMININ	1	GSE155698	6.72522118801501e-06	0.0
to_endothelial	myeloid	endothelial	JAG1	NOTCH4	NOTCH	1	GSE212966	6.53323394855826e-06	0.0
to_endothelial	malignant_epithelial	endothelial	NECTIN3	PVR	NECTIN	1	GSE212966	6.38500422987014e-06	0.0
to_endothelial	myeloid	endothelial	INS	INSR	INSULIN	1	GSE212966	6.31290351664762e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	EFNB2	EPHB3	EPHB	1	GSE212966	6.21993118034566e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	NAMPT	INSR	VISFATIN	1	GSE155698	6.17018144512709e-06	0.0
from_endothelial	endothelial	CD8	LAMC1	ITGA6_ITGB1	LAMININ	1	GSE155698	6.15621228820225e-06	0.0
to_endothelial	endothelial	endothelial	THY1	ITGAV_ITGB3	THY1	1	GSE212966	6.01017659783099e-06	0.0
from_endothelial	endothelial	endothelial	THY1	ITGAV_ITGB3	THY1	1	GSE212966	6.01017659783099e-06	0.0
to_endothelial	myeloid	endothelial	COL6A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	5.96791717105187e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMB2	ITGA7_ITGB1	LAMININ	1	GSE155698	5.93549491028802e-06	0.0
to_endothelial	fibroblast_CAF	endothelial	ESAM	ESAM	ESAM	1	GSE154778	5.89174952704722e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	ESAM	ESAM	ESAM	1	GSE154778	5.89174952704722e-06	0.0
from_endothelial	endothelial	mast	FN1	ITGA4_ITGB1	FN1	1	GSE155698	5.86590669632502e-06	0.0
to_endothelial	endothelial	endothelial	COL6A3	ITGA9_ITGB1	COLLAGEN	1	GSE212966	5.7730646151784e-06	0.0
from_endothelial	endothelial	endothelial	COL6A3	ITGA9_ITGB1	COLLAGEN	1	GSE212966	5.7730646151784e-06	0.0
from_endothelial	endothelial	T_NK	COL6A1	ITGA1_ITGB1	COLLAGEN	1	GSE155698	5.74618343795793e-06	0.0
to_endothelial	myeloid	endothelial	COL6A1	ITGA9_ITGB1	COLLAGEN	1	GSE212966	5.73563052915622e-06	0.0
to_endothelial	T_NK	endothelial	FN1	ITGA8_ITGB1	FN1	1	GSE212966	5.71679472846932e-06	0.0
to_endothelial	epithelial	endothelial	INS	INSR	INSULIN	1	GSE212966	5.61604926587309e-06	0.0
to_endothelial	mast	endothelial	CXCL8	ACKR1	CXCL	1	GSE212966	5.58580086991171e-06	0.0
from_endothelial	endothelial	myeloid	EFNB2	EPHB2	EPHB	1	GSE212966	5.51105810560032e-06	0.0
to_endothelial	mast	endothelial	F11R	JAM3	JAM	1	GSE212966	5.45795859258245e-06	0.0
from_endothelial	endothelial	mast	JAM3	F11R	JAM	1	GSE212966	5.45795859258245e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMA5	ITGA7_ITGB1	LAMININ	1	GSE155698	5.38826100044173e-06	0.0
to_endothelial	endothelial	endothelial	COL6A3	ITGA10_ITGB1	COLLAGEN	1	GSE212966	5.36264506455941e-06	0.0
from_endothelial	endothelial	endothelial	COL6A3	ITGA10_ITGB1	COLLAGEN	1	GSE212966	5.36264506455941e-06	0.0
to_endothelial	myeloid	endothelial	COL6A1	ITGA10_ITGB1	COLLAGEN	1	GSE212966	5.32786095606355e-06	0.0
to_endothelial	CD8	endothelial	TNF	TNFRSF1B	TNF	1	GSE155698	5.32517743796139e-06	0.0
to_endothelial	endothelial	endothelial	ANGPTL4	ITGAV_ITGB3	ANGPTL	1	GSE212966	5.28050487206189e-06	0.0
from_endothelial	endothelial	endothelial	ANGPTL4	ITGAV_ITGB3	ANGPTL	1	GSE212966	5.28050487206189e-06	0.0
to_endothelial	epithelial	endothelial	PRSS2	F2RL3	PARs	1	GSE212966	5.21111953387193e-06	0.0
to_endothelial	epithelial	endothelial	LAMB1	ITGA2_ITGB1	LAMININ	1	GSE155698	5.0390312382723e-06	0.0
from_endothelial	endothelial	CD8	LAMB2	ITGA6_ITGB1	LAMININ	1	GSE155698	5.02711243061535e-06	0.0
from_endothelial	endothelial	B_cell	ANGPTL2	ITGA5_ITGB1	ANGPTL	1	GSE154778	4.9627448016768e-06	0.0
to_endothelial	malignant_epithelial	endothelial	COL4A2	ITGA9_ITGB1	COLLAGEN	1	GSE212966	4.95001635415967e-06	0.0
to_endothelial	fibroblast_CAF	endothelial	THBS3	ITGAV_ITGB3	THBS	1	GSE212966	4.92357360072217e-06	0.0
from_endothelial	endothelial	mast	TNFSF12	TNFRSF12A	TWEAK	1	GSE212966	4.83843769961434e-06	0.03
from_endothelial	endothelial	B_cell	TGFB1	TGFbR1_R2	TGFb	1	GSE154778	4.82522932718127e-06	0.0
to_endothelial	epithelial	endothelial	PRSS2	F2R	PARs	1	GSE212966	4.72613844249496e-06	0.0
from_endothelial	endothelial	epithelial	FN1	ITGA5_ITGB1	FN1	1	GSE155698	4.65275348877953e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A1	ITGA2_ITGB1	COLLAGEN	1	GSE155698	4.60870764776309e-06	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A3	ITGA10_ITGB1	COLLAGEN	1	GSE212966	4.60270906819415e-06	0.0
to_endothelial	malignant_epithelial	endothelial	COL4A2	ITGA10_ITGB1	COLLAGEN	1	GSE212966	4.59809629594827e-06	0.0
from_endothelial	endothelial	CD8	LAMA5	ITGA6_ITGB1	LAMININ	1	GSE155698	4.56348290555417e-06	0.0
from_endothelial	endothelial	malignant_epithelial	ANGPTL4	ITGA5_ITGB1	ANGPTL	1	GSE212966	4.52514303448039e-06	0.0
